Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
35,"Liam Robbins",NY,20,14,4,0,0,1,0,0,5,8,2,2,62.5,100.0,1.45,0.56,2.23
36,"Tidjane Salaun",CHA,28,18,8,0,0,2,4,0,5,9,5,6,55.6,83.3,1.00,0.67,2.17
37,"Orlando Robinson",UTAH,29,12,9,3,0,3,3,0,6,16,0,0,37.5,,-1.10,0.00,2.11
38,"Guillermo Diaz Graham",DAL,16,8,6,3,1,0,1,1,1,1,3,4,100.0,75.0,0.56,0.11,1.83
39,"Tyler Nickel",NY,30,9,2,3,3,0,1,3,3,12,0,0,25.0,,-2.33,0.00,1.80
40,"Nick Jourdain",NY,19,7,8,0,2,0,1,1,3,6,0,0,50.0,,0.34,0.00,1.62
41,"Ian Martinez",CLE,16,9,5,2,1,0,2,1,4,4,0,0,100.0,,2.22,0.00,1.48
42,"Marquel Sutton",SAC,27,13,6,0,0,0,1,1,5,7,1,1,71.4,100.0,1.89,0.28,1.42
43,"Kennedy Chandler",CHI,18,12,3,4,1,0,2,1,4,8,1,1,50.0,100.0,0.45,0.28,1.35
44,"Ernest Udeh Jr.",CLE,22,4,3,0,0,5,1,0,2,3,0,1,66.7,0.0,0.67,-0.72,1.30
45,"Ezra Ausar",MIA,21,15,7,0,2,1,1,0,5,8,3,6,62.5,50.0,1.45,-1.33,1.29
46,"Tyler Smith",DAL,22,21,4,1,0,1,3,3,5,12,5,7,41.7,71.4,-0.33,-0.06,1.22
47,"Trey Kaufman-Renn",MIN,15,7,4,2,2,0,1,1,3,6,0,0,50.0,,0.34,0.00,1.21
48,"Xaivian Lee",CLE,16,10,3,3,0,0,1,2,4,6,0,0,66.7,,1.34,0.00,1.19
49,"Vladislav Goldin",MIA,19,8,5,2,1,1,2,0,4,6,0,0,66.7,,1.34,0.00,1.07
50,"Aliou Diarra",POR,16,4,5,0,0,3,1,0,2,3,0,0,66.7,,0.67,0.00,1.00
51,"Ja'Vier Francis",DAL,15,6,7,1,1,1,2,0,2,3,1,1,66.7,100.0,0.67,0.28,0.97
52,"Flynn Cameron",POR,16,12,6,4,0,0,2,2,5,12,0,0,41.7,,-0.33,0.00,0.95
53,"Malik Williams",CHI,10,5,8,2,1,0,1,1,2,5,0,0,40.0,,-0.22,0.00,0.79
54,"Jaylin Sellers",CHI,26,17,2,1,2,0,5,3,6,12,1,1,50.0,100.0,0.67,0.28,0.78
55,"Quincy Olivari",POR,21,11,2,5,1,0,0,3,4,17,0,0,23.5,,-3.55,0.00,0.76
56,"Jaxon Kohler",UTAH,14,9,3,0,0,1,0,1,2,5,2,2,40.0,100.0,-0.22,0.56,0.61
57,"Wyatt Fricks",CHA,19,11,2,0,0,1,0,3,4,11,0,0,36.4,,-0.88,0.00,0.52
58,"Themus Fulks",LAC,16,7,3,5,0,0,1,1,2,5,1,1,40.0,100.0,-0.22,0.28,0.27
59,"Alex Karaban",SAC,35,14,2,3,0,0,2,2,6,12,0,0,50.0,,0.67,0.00,0.19
60,"Damion Baugh",MIN,18,6,3,3,0,0,0,2,2,5,0,0,40.0,,-0.22,0.00,0.16
61,"Lucas Dufeal",DAL,15,6,6,2,1,2,3,0,3,4,0,1,75.0,0.0,1.22,-0.72,0.10
62,"Pacome Dadiet",NY,23,19,5,1,1,0,2,1,7,15,3,5,46.7,60.0,0.34,-0.61,-0.06
63,"Isaiah Evans",MIN,27,14,2,3,0,0,4,4,4,10,1,1,40.0,100.0,-0.44,0.28,-0.19
64,"Michael Ajayi",CHA,30,9,9,4,2,0,4,0,4,10,1,2,40.0,50.0,-0.44,-0.44,-0.25
65,"Hayden Gray",UTAH,20,4,5,6,0,0,1,0,2,5,0,0,40.0,,-0.22,0.00,-0.27
66,"Yang Hansen",POR,24,9,10,3,0,2,5,1,3,8,1,2,37.5,50.0,-0.55,-0.44,-0.30
67,"Jaxson Robinson",CLE,13,6,0,1,0,1,0,2,2,4,0,0,50.0,,0.22,0.00,-0.32
68,"Jaden Akins",NY,25,11,2,3,2,0,3,1,4,11,1,1,36.4,100.0,-0.88,0.28,-0.33
69,"Chris Mantis",MIN,7,8,1,0,0,0,0,2,3,4,0,0,75.0,,1.22,0.00,-0.54
70,"Barry Dunning Jr.",POR,14,6,1,0,0,2,1,2,2,6,0,0,33.3,,-0.66,0.00,-0.74
71,"J'Vonne Hadley",MIA,28,6,3,0,1,1,1,0,2,5,1,1,40.0,100.0,-0.22,0.28,-0.79
72,"Vsevolod Ishchenko",DAL,27,15,3,7,1,1,5,0,5,8,3,6,62.5,50.0,1.45,-1.33,-0.81
73,"Micah Handlogten",UTAH,11,4,9,1,0,0,0,0,2,2,0,1,100.0,0.0,1.11,-0.72,-0.83
74,"Sean East II",CLE,18,4,1,2,1,1,1,0,1,3,1,1,33.3,100.0,-0.33,0.28,-0.90
75,"Tobi Lawal",DAL,20,0,3,1,0,3,0,0,0,4,0,0,0.0,,-1.78,0.00,-0.91
76,"Donovan Williams",MIN,17,10,1,2,2,0,3,0,4,8,1,1,50.0,100.0,0.45,0.28,-1.01
77,"Tobe Awaka",CHI,21,6,8,1,0,0,1,0,2,2,1,2,100.0,50.0,1.11,-0.44,-1.12
78,"Jack Kayil",NY,10,0,1,3,1,1,0,0,0,2,0,0,0.0,,-0.89,0.00,-1.20
79,"Matthew Cleveland",UTAH,24,11,5,2,0,0,3,1,4,9,1,1,44.4,100.0,0.00,0.28,-1.21
80,"Jayson Kent",POR,21,8,1,0,2,0,0,1,2,7,2,3,28.6,66.7,-1.11,-0.17,-1.26
81,"Antonio Reeves",CHI,20,7,4,3,1,1,2,1,3,9,0,1,33.3,0.0,-1.00,-0.72,-1.31
82,"Orlando Thomas",DET,2,5,0,0,0,0,0,1,1,1,2,2,100.0,100.0,0.56,0.56,-1.56
83,"Houston Mallette",CHI,22,2,6,6,0,0,1,0,0,6,1,1,0.0,100.0,-2.66,0.28,-1.59
84,"Andrew Carr",POR,16,2,6,1,0,0,0,0,1,2,0,0,50.0,,0.11,0.00,-1.59
85,"Cameron Matthews",CHA,25,6,1,1,1,1,1,0,2,7,1,1,28.6,100.0,-1.11,0.28,-1.67
86,"Drake Allen",DET,18,8,4,2,0,1,2,0,2,7,1,1,28.6,100.0,-1.11,0.28,-1.69
87,"Isaiah Stevens",SAC,15,8,1,3,0,0,2,0,1,3,3,3,33.3,100.0,-0.33,0.83,-1.77
88,"Basheer Jihad",DET,14,4,2,0,1,1,2,0,2,3,0,0,66.7,,0.67,0.00,-2.00
89,"Kaodirichi Akobundu-Ehiogu",DAL,6,0,2,1,0,1,0,0,0,0,0,0,,,0.00,0.00,-2.18
90,"Isaac Jones",DET,16,6,6,0,1,0,1,0,2,5,1,2,40.0,50.0,-0.22,-0.44,-2.23
91,"Keith Palek III",NY,4,2,1,0,0,1,0,0,1,1,0,0,100.0,,0.56,0.00,-2.27
92,"Frankie Fidler",POR,20,5,5,1,0,0,0,1,1,8,1,1,12.5,100.0,-2.55,0.28,-2.27
93,"Jahmyl Telfort",LAC,23,5,1,0,0,0,0,1,2,4,0,0,50.0,,0.22,0.00,-2.49
94,"Elias Ralph",SAC,10,2,2,2,1,0,1,0,1,3,0,0,33.3,,-0.33,0.00,-2.51
95,"Oziyah Sellers",NY,13,8,1,0,0,0,1,1,1,4,2,2,25.0,100.0,-0.78,0.56,-2.54
96,"Fletcher Loyer",LAC,15,7,0,0,0,0,1,1,2,5,2,2,40.0,100.0,-0.22,0.56,-2.61
97,"Charles Bediako",CHI,9,4,2,0,0,0,0,0,1,2,1,1,50.0,100.0,0.11,0.28,-2.61
98,"Langston Wilson",NY,10,9,5,0,0,0,1,0,4,4,1,3,100.0,33.3,2.22,-1.17,-2.63
99,"Ugonna Onyenso",DET,22,2,3,1,0,2,1,0,0,2,1,2,0.0,50.0,-0.89,-0.44,-2.64
100,"B.J. Edwards",SAC,10,2,1,2,0,0,0,0,0,1,1,1,0.0,100.0,-0.44,0.28,-2.73
101,"Jaden Henley",DET,15,3,2,1,0,0,1,1,1,2,0,0,50.0,,0.11,0.00,-2.81
102,"Dillon Jones",NY,20,6,5,2,1,0,2,0,3,11,0,0,27.3,,-1.88,0.00,-2.84
103,"Boo Buie",CHI,23,8,5,1,1,0,2,2,3,11,0,1,27.3,0.0,-1.88,-0.72,-2.86
104,"Treysen Eaglestaff",NY,4,3,1,2,0,0,0,1,1,5,0,0,20.0,,-1.22,0.00,-2.94
105,"Riley Kugel",LAC,13,6,2,0,1,0,2,0,2,5,1,1,40.0,100.0,-0.22,0.28,-3.02
106,"Keyshawn Bryant",CHI,16,6,1,0,0,1,0,2,2,8,0,1,25.0,0.0,-1.55,-0.72,-3.13
107,"Jaylen Martin",POR,22,4,3,5,0,1,3,0,2,9,0,0,22.2,,-2.00,0.00,-3.14
108,"Cam Carter",MIA,13,4,0,1,0,1,0,0,1,7,1,1,14.3,100.0,-2.11,0.28,-3.37
109,"Nate Kingz",MIA,10,3,1,0,0,0,0,1,1,4,0,0,25.0,,-0.78,0.00,-3.55
110,"Will Johnston",NY,9,0,1,1,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.67
111,"Corey Stephenson",DET,12,4,4,0,0,0,1,0,1,5,1,1,20.0,100.0,-1.22,0.28,-3.71
112,"Kylan Boswell",CHA,11,2,2,1,1,0,1,0,1,2,0,1,50.0,0.0,0.11,-0.72,-3.96
113,"Toby Okani",NY,7,0,1,1,1,0,0,0,0,4,0,0,0.0,,-1.78,0.00,-3.97
114,"Terrell Brown Jr.",CHA,11,4,0,3,0,0,2,0,1,4,1,1,25.0,100.0,-0.78,0.28,-4.05
115,"Akoi Yuot",NY,2,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.14
116,"Eric Dixon",UTAH,24,6,5,1,0,0,0,0,3,11,0,1,27.3,0.0,-1.88,-0.72,-4.18
117,"Jalen Washington",CHI,7,2,1,0,0,1,0,0,1,3,0,1,33.3,0.0,-0.33,-0.72,-4.27
118,"Latrell Wrightsell Jr.",CHA,14,0,1,2,0,0,1,0,0,1,0,0,0.0,,-0.44,0.00,-4.28
119,"Blake Hinson",UTAH,19,7,3,1,0,0,0,1,3,12,0,1,25.0,0.0,-2.33,-0.72,-4.31
120,"Enrique Freeman",MIN,19,7,3,2,0,0,0,1,2,5,1,4,40.0,25.0,-0.22,-1.89,-4.35
121,"Chris Youngblood",POR,7,2,1,0,0,0,0,0,1,4,0,0,25.0,,-0.78,0.00,-4.44
122,"Erik Reynolds II",NY,4,0,1,0,1,0,0,0,0,4,0,0,0.0,,-1.78,0.00,-4.45
123,"Devin McGlockton",MIN,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.48
124,"Aidan Mahaney",MIN,3,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.48
125,"Jaden Springer",DAL,4,0,0,0,1,0,1,0,0,1,0,0,0.0,,-0.44,0.00,-4.52
126,"Dajuan Harris",MIN,3,0,0,1,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.76
127,"Mitch Mascari",SAC,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.44,0.00,-4.82
128,"Tamar Bates",UTAH,19,5,1,0,0,0,2,1,2,7,0,0,28.6,,-1.11,0.00,-5.01
129,"Dane Goodwin",CLE,17,2,1,3,0,0,0,0,1,7,0,1,14.3,0.0,-2.11,-0.72,-5.35
130,"Zach Freemantle",LAC,9,0,1,1,0,0,2,0,0,1,0,0,0.0,,-0.44,0.00,-5.51
131,"Max Mackinnon",CHA,5,0,0,0,0,0,1,0,0,1,0,0,0.0,,-0.44,0.00,-5.57
132,"Roddy Gayle Jr.",DET,14,2,2,1,0,0,1,0,0,3,1,2,0.0,50.0,-1.33,-0.44,-5.61
133,"Latavious Mitchell",DET,2,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,-0.44,-1.44,-7.46
