Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
52,"J'Vonne Hadley",MIA,24,4,7,2,2,0,1,0,0,1,3,3,0.0,100.0,-0.40,0.89,2.09
53,"Frankie Fidler",POR,23,13,4,0,2,0,2,1,3,9,4,4,33.3,100.0,-0.58,1.19,1.72
54,"William Hickey",LAL,16,9,7,3,1,0,1,1,4,7,0,1,57.1,0.0,1.22,-0.70,1.69
55,"Ben Humrichous",BKN,19,9,5,0,0,0,0,3,3,5,0,0,60.0,,1.01,0.00,1.69
56,"Dillon Jones",NY,23,6,3,4,3,1,3,0,1,6,2,2,16.7,100.0,-1.39,0.60,1.42
57,"Koa Peat",PHX,28,17,6,4,0,1,3,0,6,11,3,5,54.5,60.0,1.63,-0.51,1.41
58,"Keion Brooks Jr.",IND,14,11,5,1,0,1,1,0,3,7,3,3,42.9,100.0,0.22,0.89,1.26
59,"Jaxson Robinson",CLE,21,9,4,2,1,0,1,2,3,9,1,1,33.3,100.0,-0.58,0.30,1.25
60,"Jaylin Sellers",CHI,29,15,4,4,1,0,2,2,4,13,4,6,30.8,66.7,-1.17,-0.21,1.21
61,"Noa Essengue",CHI,29,10,5,1,2,4,1,0,2,5,3,7,40.0,42.9,0.01,-1.91,1.05
62,"Kasparas Jakucionis",MIL,21,11,3,6,1,0,2,2,2,10,2,3,20.0,66.7,-1.98,-0.11,0.97
63,"Yang Hansen",POR,26,12,9,4,0,0,4,2,5,10,0,1,50.0,0.0,1.02,-0.70,0.88
64,"Christoph Tilly",OKC,15,10,7,1,0,0,1,0,5,7,0,0,71.4,,2.22,0.00,0.85
65,"Danny Wolf",BKN,21,9,8,3,0,1,1,1,2,6,2,4,33.3,50.0,-0.39,-0.81,0.56
66,"Erik Stevenson",DEN,25,6,3,0,3,1,1,0,3,8,0,0,37.5,,-0.18,0.00,0.51
67,"Taelon Peter",IND,24,13,0,3,0,0,2,3,4,8,2,3,50.0,66.7,0.82,-0.11,0.51
68,"DeJon Jarreau",DEN,18,9,7,3,0,2,4,1,3,8,2,3,37.5,66.7,-0.18,-0.11,0.39
69,"Chucky Hepburn",TOR,29,11,2,5,1,0,1,1,4,16,1,1,25.0,100.0,-2.36,0.30,0.37
70,"Bogoljub Markovic",MIL,20,6,5,2,0,2,0,0,3,10,0,0,30.0,,-0.98,0.00,0.32
71,"Nimari Burnett",TOR,24,10,2,5,0,0,1,0,4,10,1,1,40.0,100.0,0.02,0.30,0.23
72,"Buddy Boeheim",OKC,23,8,2,1,1,0,0,2,2,8,1,1,25.0,100.0,-1.18,0.30,0.12
73,"Zach Cleveland",MEM,11,4,1,3,2,0,1,0,2,3,0,0,66.7,,0.81,0.00,0.02
74,"Milos Uzan",BOS,30,5,4,5,0,0,0,1,2,9,0,0,22.2,,-1.58,0.00,-0.03
75,"Tristen Newton",HOU,26,13,3,2,3,0,1,0,3,9,4,7,33.3,57.1,-0.58,-0.91,-0.16
76,"Michael Foster Jr.",HOU,15,4,3,0,2,3,3,0,2,5,0,0,40.0,,0.01,0.00,-0.16
77,"Payton Sandfort",OKC,19,10,7,0,0,0,2,2,4,9,0,0,44.4,,0.42,0.00,-0.17
78,"Braden Smith",IND,30,5,8,4,3,0,4,1,1,8,1,2,12.5,50.0,-2.18,-0.40,-0.18
79,"Anthony Pritchard",OKC,19,10,5,2,2,0,4,0,4,9,1,1,44.4,100.0,0.42,0.30,-0.23
80,"AK Okereke",LAL,15,5,4,1,0,2,2,1,2,4,0,0,50.0,,0.41,0.00,-0.27
81,"Dane Goodwin",CLE,16,4,3,2,2,0,0,0,2,7,0,0,28.6,,-0.78,0.00,-0.37
82,"Arnas Sakenis",MIA,17,5,4,0,0,2,1,1,2,5,0,0,40.0,,0.01,0.00,-0.42
83,"Cormac Ryan",MIL,22,7,8,1,0,2,4,1,2,7,1,1,28.6,100.0,-0.78,0.30,-0.45
84,"Mark Mitchell Jr.",DEN,14,8,3,0,0,0,0,0,3,5,2,2,60.0,100.0,1.01,0.60,-0.54
85,"Dain Dainja",BKN,12,6,6,0,0,1,1,0,3,5,0,0,60.0,,1.01,0.00,-0.59
86,"Keba Keita",IND,8,5,2,0,0,1,0,0,2,2,1,1,100.0,100.0,1.20,0.30,-0.73
87,"Josh Dix",OKC,24,8,2,1,0,0,1,2,3,6,0,0,50.0,,0.61,0.00,-0.73
88,"Chris Manon",LAL,24,4,4,5,2,0,3,0,2,4,0,1,50.0,0.0,0.41,-0.70,-0.76
89,"Ben Saraf",BKN,20,7,5,1,0,0,0,1,2,8,1,1,25.0,100.0,-1.18,0.30,-0.83
90,"Jamarion Sharp",TOR,17,0,7,0,3,4,4,0,0,1,0,2,0.0,0.0,-0.40,-1.40,-0.83
91,"Jalen Bridges",POR,15,4,4,0,1,0,0,0,2,3,0,0,66.7,,0.81,0.00,-0.94
92,"Rashaun Agee",CLE,14,4,5,0,1,1,2,0,1,2,1,1,50.0,100.0,0.20,0.30,-1.02
93,"Dailyn Swain",CHI,31,7,4,3,1,0,2,0,3,10,1,1,30.0,100.0,-0.98,0.30,-1.10
94,"Brandon Boston Jr.",MIL,14,6,2,0,2,0,1,0,2,5,1,1,40.0,100.0,0.01,0.30,-1.13
95,"Lawson Lovering",MEM,16,8,1,0,0,0,0,0,4,4,0,0,100.0,,2.41,0.00,-1.16
96,"Jahmai Mashack",MEM,13,4,1,0,2,0,0,0,1,3,1,1,33.3,100.0,-0.19,0.30,-1.20
97,"Peter Suder",LAL,14,3,5,2,1,0,2,1,1,4,0,0,25.0,,-0.59,0.00,-1.30
98,"Yuki Kawamura",IND,17,8,1,4,0,0,1,0,3,5,1,2,60.0,50.0,1.01,-0.40,-1.39
99,"Osayi Osifo",DEN,13,8,2,0,0,0,1,0,1,1,3,3,100.0,100.0,0.60,0.89,-1.39
100,"Donovan Atwell",CHI,15,6,1,0,1,0,0,2,2,4,0,1,50.0,0.0,0.41,-0.70,-1.54
101,"Ernest Udeh Jr.",CLE,20,4,2,1,1,0,0,0,1,4,1,1,25.0,100.0,-0.59,0.30,-1.62
102,"Gabe McGlothan",IND,17,6,5,0,0,1,0,0,2,5,1,2,40.0,50.0,0.01,-0.40,-1.67
103,"Darius Brown II",PHX,28,5,3,7,1,0,2,0,1,6,2,4,16.7,50.0,-1.39,-0.81,-1.69
104,"Corey Camper Jr.",PHX,15,4,1,1,1,0,0,0,2,4,0,0,50.0,,0.41,0.00,-1.70
105,"Jameer Nelson Jr.",PHX,19,4,6,3,3,1,3,0,0,7,2,4,0.0,50.0,-2.78,-0.81,-1.86
106,"Dillon Mitchell",BOS,26,4,3,0,2,2,2,0,2,6,0,1,33.3,0.0,-0.39,-0.70,-1.89
107,"Sean East II",CLE,8,3,1,1,0,0,0,1,1,1,0,0,100.0,,0.60,0.00,-1.89
108,"Aaron Scott",BKN,4,4,3,0,0,0,0,0,1,1,1,1,100.0,100.0,0.60,0.30,-1.93
109,"Miller Kopp",HOU,10,6,0,0,0,0,0,2,2,5,0,0,40.0,,0.01,0.00,-2.00
110,"Nate Ament",MIL,17,6,3,2,0,0,1,0,3,7,0,0,42.9,,0.22,0.00,-2.04
111,"Sam Hoiberg",PHX,9,0,4,0,1,0,0,0,0,0,0,0,,,0.00,0.00,-2.13
112,"Chase Ross",LAL,13,2,1,1,1,0,0,0,1,2,0,0,50.0,,0.20,0.00,-2.14
113,"Tyler Bilodeau",BKN,15,2,2,2,1,0,1,0,1,3,0,0,33.3,,-0.19,0.00,-2.25
114,"Liam Robbins",NY,16,4,4,1,0,1,3,0,2,2,0,0,100.0,,1.20,0.00,-2.26
115,"Tyler Burton",MEM,5,3,2,0,0,0,0,0,1,1,1,1,100.0,100.0,0.60,0.30,-2.42
116,"Jahmi'us Ramsey",DEN,16,3,4,1,1,0,2,1,1,5,0,0,20.0,,-0.99,0.00,-2.50
117,"Nick Jourdain",NY,8,0,3,3,0,0,1,0,0,0,0,0,,,0.00,0.00,-2.51
118,"Lance Ware",NY,16,0,5,3,1,0,0,0,0,4,0,1,0.0,0.0,-1.59,-0.70,-2.52
119,"Meechie Johnson",MIA,2,0,1,1,1,0,0,0,0,0,0,0,,,0.00,0.00,-2.58
120,"Quincy Olivari",POR,11,4,1,2,1,0,1,0,1,2,1,2,50.0,50.0,0.20,-0.40,-2.69
121,"Brandon Angel",TOR,15,2,4,0,0,0,0,0,1,2,0,0,50.0,,0.20,0.00,-2.69
122,"Chris Youngblood",POR,31,8,5,1,0,1,2,0,3,13,1,1,23.1,100.0,-2.17,0.30,-2.71
123,"Aliou Diarra",POR,11,2,6,0,0,0,1,0,1,2,0,0,50.0,,0.20,0.00,-2.72
124,"Oziyah Sellers",NY,17,5,1,1,0,0,1,0,2,4,1,1,50.0,100.0,0.41,0.30,-2.76
125,"Erik Reynolds II",NY,5,3,0,0,0,0,0,1,1,1,0,0,100.0,,0.60,0.00,-2.79
126,"John Butler Jr.",MIL,6,6,2,0,0,0,2,1,1,2,1,1,50.0,100.0,0.20,0.30,-2.89
127,"Olivier-Maxence Prosper",MEM,29,13,5,1,0,0,4,1,5,12,1,2,41.7,50.0,0.23,-0.40,-2.91
128,"Jesse Edwards",MIL,10,2,0,1,0,1,1,0,1,1,0,0,100.0,,0.60,0.00,-2.94
129,"Boopie Miller",MIL,6,3,1,2,0,0,1,1,1,4,0,0,25.0,,-0.59,0.00,-2.95
130,"Boopie Miller",MIL,6,3,1,2,0,0,1,1,1,4,0,0,25.0,,-0.59,0.00,-2.95
131,"Andrew Carr",POR,9,2,2,0,0,1,0,0,0,3,1,1,0.0,100.0,-1.19,0.30,-2.99
132,"Tobe Awaka",CHI,18,0,3,0,0,1,0,0,0,2,0,0,0.0,,-0.80,0.00,-3.14
133,"Tamin Lipsey",IND,18,4,4,0,1,0,1,0,2,4,0,1,50.0,0.0,0.41,-0.70,-3.14
134,"Trevon Brazile",DEN,29,5,11,0,1,0,4,1,2,8,0,1,25.0,0.0,-1.18,-0.70,-3.16
135,"Rafael Castro",MIL,6,0,1,0,0,1,0,0,0,0,0,0,,,0.00,0.00,-3.20
136,"Treysen Eaglestaff",NY,5,0,0,2,1,0,0,0,0,3,0,0,0.0,,-1.19,0.00,-3.27
137,"Aday Mara",OKC,25,2,7,1,1,2,3,0,0,3,1,3,0.0,33.3,-1.19,-1.11,-3.29
138,"Riley Minix",CLE,25,10,5,1,0,0,1,0,5,15,0,1,33.3,0.0,-0.97,-0.70,-3.44
139,"Koby Brea",PHX,25,5,2,2,1,0,3,0,1,7,2,2,14.3,100.0,-1.78,0.60,-3.44
140,"Tyreke Key",TOR,16,6,2,1,0,0,3,1,2,6,1,1,33.3,100.0,-0.39,0.30,-3.49
141,"Jaylen Martin",POR,18,4,4,3,1,0,4,0,0,6,2,2,0.0,100.0,-2.39,0.60,-3.52
142,"Tristan Enaruna",CLE,6,2,3,0,1,0,0,0,1,7,0,0,14.3,,-1.78,0.00,-3.54
143,"William Kyle III",LAL,9,0,2,2,1,0,1,0,0,0,0,1,,0.0,0.00,-0.70,-3.58
144,"Nate Johnson",OKC,16,4,1,2,0,0,1,0,1,6,1,1,16.7,100.0,-1.39,0.30,-3.72
145,"Boo Buie",CHI,3,2,0,0,0,0,0,0,1,1,0,0,100.0,,0.60,0.00,-3.74
146,"Ben Middlebrooks",HOU,4,0,0,0,0,1,0,0,0,1,0,0,0.0,,-0.40,0.00,-3.85
147,"Daishen Nix",HOU,25,10,2,1,1,1,6,1,3,7,3,5,42.9,60.0,0.22,-0.51,-4.00
148,"Zack Austin",MIL,11,3,1,0,0,0,1,1,1,4,0,0,25.0,,-0.59,0.00,-4.07
149,"Giovanni Emejuru",DEN,19,2,8,0,0,0,1,0,0,4,1,2,0.0,50.0,-1.59,-0.40,-4.10
150,"Duke Brennan",BKN,4,0,3,1,0,0,0,0,0,0,0,1,,0.0,0.00,-0.70,-4.11
151,"Toby Okani",NY,6,0,1,0,0,1,0,0,0,3,0,0,0.0,,-1.19,0.00,-4.12
152,"Mark Sears",DEN,10,4,1,1,1,0,3,0,2,5,0,0,40.0,,0.01,0.00,-4.12
153,"Jaden Bradley",TOR,18,3,5,2,0,0,2,0,1,9,1,1,11.1,100.0,-2.58,0.30,-4.13
154,"John Ukomadu",BKN,4,2,0,0,0,2,3,0,1,2,0,0,50.0,,0.20,0.00,-4.28
155,"Xaivian Lee",CLE,13,2,1,1,0,0,0,0,1,6,0,0,16.7,,-1.39,0.00,-4.36
156,"Kobe Stewart",MIL,6,2,2,0,0,0,1,0,1,3,0,0,33.3,,-0.19,0.00,-4.38
157,"Drake Powell",BKN,21,1,3,1,0,0,0,0,0,7,1,1,0.0,100.0,-2.78,0.30,-4.39
158,"Hunter Sallis",BKN,5,0,1,0,0,0,0,0,0,1,0,0,0.0,,-0.40,0.00,-4.45
159,"Hank Morgan",BOS,4,0,1,0,0,0,0,0,0,1,0,0,0.0,,-0.40,0.00,-4.45
160,"Alondes Williams",BOS,9,0,3,1,0,1,1,0,0,6,0,0,0.0,,-2.39,0.00,-4.50
161,"Curtis Jones",BOS,10,0,2,1,1,0,2,0,0,3,0,0,0.0,,-1.19,0.00,-4.57
162,"Zhaire Smith",LAL,10,2,0,0,0,0,0,0,1,4,0,0,25.0,,-0.59,0.00,-4.65
163,"Dion Brown",BKN,7,0,1,0,0,0,0,0,0,2,0,0,0.0,,-0.80,0.00,-4.76
164,"Will Johnston",NY,16,0,2,0,1,0,0,0,0,3,0,1,0.0,0.0,-1.19,-0.70,-4.90
165,"Mohamed Diawara",NY,23,7,6,0,0,0,3,1,1,9,2,3,11.1,66.7,-2.58,-0.11,-4.92
166,"Tyson Degenhart",TOR,10,2,1,0,0,0,0,0,1,6,0,0,16.7,,-1.39,0.00,-4.92
167,"Carson Cooper",MEM,15,0,2,1,1,0,1,0,0,0,0,2,,0.0,0.00,-1.40,-5.33
168,"Jaden Akins",NY,21,2,0,2,0,0,2,0,0,5,1,1,0.0,100.0,-1.99,0.30,-5.51
169,"Barry Dunning Jr.",POR,2,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.00,-0.70,-5.67
170,"Kyle Mangas",BOS,10,0,0,0,0,0,0,0,0,5,0,0,0.0,,-1.99,0.00,-6.00
171,"Luke Travers",MIL,11,0,2,0,0,0,2,0,0,3,0,0,0.0,,-1.19,0.00,-6.13
172,"Bryce Thompson",OKC,7,2,1,0,0,0,2,0,0,1,1,2,0.0,50.0,-0.40,-0.40,-6.26
173,"Kuany Kuany",MIL,3,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,-0.40,-1.40,-7.17
