Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
28,"Markquis Nowell",NO,19,8,3,3,4,0,1,2,3,6,0,0,50.0,,0.49,0.00,4.51
29,"Ernest Udeh Jr.",CLE,19,6,6,1,4,2,0,0,1,3,2,3,33.3,66.7,-0.25,-0.13,4.36
30,"Milos Uzan",BOS,31,13,4,6,0,0,2,3,5,11,0,0,45.5,,0.40,0.00,4.20
31,"Nick Martinelli",LAC,18,14,6,2,1,0,0,0,7,11,0,0,63.6,,2.40,0.00,4.11
32,"Blake Hinson",UTAH,20,16,3,2,0,0,1,2,4,8,4,4,50.0,100.0,0.66,1.16,3.91
33,"Isaac Jones",DET,30,16,10,3,1,0,1,0,2,9,6,7,22.2,85.7,-1.76,1.04,3.90
34,"Aday Mara",OKC,24,10,9,4,0,1,3,0,4,6,1,1,66.7,100.0,1.49,0.29,3.80
35,"Norchad Omier",LAC,18,9,10,0,2,0,0,0,4,7,1,1,57.1,100.0,1.07,0.29,3.73
36,"Keaton Wagler",LAC,28,23,1,4,1,0,3,4,6,16,3,4,37.5,75.0,-0.69,0.16,3.63
37,"Ebuka Okorie",DET,31,14,3,6,7,0,3,0,5,17,3,5,29.4,60.0,-2.10,-0.55,3.58
38,"Ugonna Onyenso",DET,21,5,8,0,0,5,4,1,2,3,0,0,66.7,,0.75,0.00,3.46
39,"Lachlan Olbrich",GS,19,14,4,1,3,0,2,0,3,6,4,4,50.0,100.0,0.49,1.16,3.45
40,"Graham Ike",GS,18,11,8,2,0,0,0,1,4,8,1,1,50.0,100.0,0.66,0.29,3.31
41,"Kobe Sanders",LAC,31,11,4,5,1,0,0,1,4,12,1,1,33.3,100.0,-1.01,0.29,3.10
42,"Kadary Richmond",WSH,17,9,3,3,1,0,0,1,1,4,4,4,25.0,100.0,-0.67,1.16,3.03
43,"Keon Johnson",ORL,17,15,2,3,0,1,3,0,2,4,6,6,50.0,100.0,0.33,1.75,2.91
44,"Rasheer Fleming",PHX,28,11,4,2,1,2,2,1,4,10,1,1,40.0,100.0,-0.18,0.29,2.79
45,"Jonas Aidoo",UTAH,20,9,10,1,0,3,4,1,4,6,0,1,66.7,0.0,1.49,-0.71,2.68
46,"Andrew Carr",POR,19,7,8,2,1,1,1,0,2,6,2,2,33.3,100.0,-0.51,0.58,2.65
47,"Colin Castleton",ORL,33,23,7,2,0,1,1,1,11,17,0,4,64.7,0.0,3.90,-2.84,2.56
48,"Liam McNeeley",CHA,26,20,8,1,1,1,5,1,6,14,4,5,42.9,80.0,0.15,0.45,2.44
49,"Nique Clifford",SAC,31,17,4,4,1,0,5,2,5,13,3,3,38.5,100.0,-0.43,0.87,2.39
50,"Pete Nance",MIL,24,8,5,5,0,1,2,2,3,6,0,1,50.0,0.0,0.49,-0.71,2.34
51,"Kobe Bufkin",NO,28,15,4,2,2,1,5,1,4,11,4,4,36.4,100.0,-0.60,1.16,2.31
52,"Malevy Leons",GS,22,9,11,2,0,0,2,1,2,6,2,2,33.3,100.0,-0.51,0.58,2.26
53,"Tucker DeVries",BOS,18,11,1,2,0,0,0,3,3,7,1,1,42.9,100.0,0.07,0.29,1.90
54,"Jaxson Robinson",CLE,21,6,3,2,2,1,2,2,2,5,0,0,40.0,,-0.09,0.00,1.85
55,"Ryan Kalkbrenner",CHA,22,0,1,1,3,4,1,0,0,3,0,0,0.0,,-1.25,0.00,1.70
56,"Melvin Council Jr.",NO,25,9,1,4,2,1,3,1,3,8,1,1,37.5,100.0,-0.34,0.29,1.64
57,"Felix Okpara",WSH,20,4,4,1,0,3,1,0,1,2,1,1,50.0,100.0,0.16,0.29,1.56
58,"Roddy Gayle Jr.",DET,11,10,3,0,0,0,1,2,4,4,0,0,100.0,,2.33,0.00,1.28
59,"Bennett Stirtz",OKC,26,13,1,2,0,0,0,1,5,10,1,1,50.0,100.0,0.82,0.29,1.27
60,"Sean Pedulla",LAC,21,8,6,3,0,0,2,2,3,7,0,0,42.9,,0.07,0.00,1.26
61,"Amari Williams",BOS,27,6,5,3,1,4,5,0,2,5,1,2,40.0,50.0,-0.09,-0.42,1.26
62,"Chance McMillian",GS,16,10,3,0,0,0,0,2,4,6,0,0,66.7,,1.49,0.00,1.19
63,"RJ Davis",SA,29,20,1,3,2,0,1,2,6,16,4,7,37.5,57.1,-0.69,-0.96,1.19
64,"Cormac Ryan",MIL,29,15,5,2,4,0,3,3,5,13,1,4,38.5,25.0,-0.43,-1.84,1.11
65,"Lajae Jones",GS,15,10,6,0,0,0,1,1,3,6,2,2,50.0,100.0,0.49,0.58,0.93
66,"RJ Melendez",SA,12,9,2,0,0,1,0,1,1,3,3,3,33.3,100.0,-0.25,0.87,0.93
67,"John Tonje",BOS,28,17,5,0,1,0,3,3,6,10,1,3,60.0,33.3,1.82,-1.13,0.91
68,"Malaki Branham",CLE,22,14,3,0,1,0,2,1,4,9,3,3,44.4,100.0,0.24,0.87,0.90
69,"LJ Cryer",GS,22,8,1,5,1,0,0,2,3,9,0,1,33.3,0.0,-0.76,-0.71,0.89
70,"Igor Milicic Jr.",SA,24,10,6,1,1,2,6,2,2,7,2,2,28.6,100.0,-0.93,0.58,0.76
71,"Chris Livingston",WSH,24,4,2,4,2,0,0,0,1,2,1,2,50.0,50.0,0.16,-0.42,0.62
72,"Christian Anderson",CHA,28,13,4,1,2,0,4,3,5,10,0,1,50.0,0.0,0.82,-0.71,0.60
73,"Frankie Fidler",POR,21,9,4,2,2,1,3,1,1,7,2,2,14.3,100.0,-1.93,0.58,0.58
74,"Seth Trimble",WSH,20,8,5,1,2,0,0,0,3,10,1,1,30.0,100.0,-1.18,0.29,0.44
75,"Jalen Bridges",POR,22,6,3,0,2,0,0,1,2,6,1,1,33.3,100.0,-0.51,0.29,0.21
76,"Ace Baldwin Jr.",ORL,14,2,2,2,3,2,2,0,0,1,1,2,0.0,50.0,-0.42,-0.42,0.21
77,"Flynn Cameron",POR,16,11,2,2,1,0,2,3,3,8,1,2,37.5,50.0,-0.34,-0.42,0.18
78,"DJ Steward",POR,18,10,4,5,0,0,4,2,4,11,0,0,36.4,,-0.60,0.00,0.18
79,"Jaylen Martin",POR,14,11,3,1,0,0,3,1,5,6,0,0,83.3,,2.49,0.00,0.09
80,"Bez Mbeng",UTAH,12,3,1,2,1,0,0,1,1,1,0,0,100.0,,0.58,0.00,-0.06
81,"Hunter Dickinson",NO,27,7,8,2,1,0,1,1,3,9,0,1,33.3,0.0,-0.76,-0.71,-0.06
82,"Will Richard",GS,24,9,1,2,1,0,2,1,3,6,1,1,50.0,100.0,0.49,0.29,-0.08
83,"Jaron Pierre Jr.",NO,29,16,3,0,0,0,2,3,5,17,3,3,29.4,100.0,-2.10,0.87,-0.12
84,"Riley Minix",CLE,27,8,3,2,1,1,3,0,3,8,2,2,37.5,100.0,-0.34,0.58,-0.14
85,"Tidjane Salaun",CHA,27,7,4,0,2,1,3,1,1,5,2,2,20.0,100.0,-1.09,0.58,-0.21
86,"Norris Agbakoko",WSH,10,4,4,0,0,2,0,0,1,1,1,2,100.0,50.0,0.58,-0.42,-0.31
87,"Emanuel Sharp",SAC,22,7,2,2,1,0,0,1,2,8,1,1,25.0,100.0,-1.34,0.29,-0.32
88,"Orlando Robinson",UTAH,21,12,2,0,1,0,2,1,5,7,1,2,71.4,50.0,2.07,-0.42,-0.35
89,"Emanuel Miller",SA,29,13,6,0,0,0,1,0,5,10,2,3,50.0,66.7,0.82,-0.13,-0.35
90,"Ja'Kobi Gillespie",SA,27,13,4,1,2,0,5,1,3,12,5,5,25.0,100.0,-2.01,1.45,-0.40
91,"Tamar Bates",UTAH,17,5,5,1,0,0,0,1,2,2,0,1,100.0,0.0,1.16,-0.71,-0.50
92,"Kasparas Jakucionis",MIL,22,7,0,4,4,0,5,1,3,9,0,0,33.3,,-0.76,0.00,-0.58
93,"Brooks Barnhizer",OKC,22,6,5,1,1,1,3,0,3,6,0,0,50.0,,0.49,0.00,-0.60
94,"Xaivian Lee",CLE,9,5,0,2,1,0,1,1,2,3,0,0,66.7,,0.75,0.00,-0.63
95,"Michael Ajayi",CHA,16,5,6,1,0,0,0,1,1,3,1,2,33.3,50.0,-0.25,-0.42,-0.90
96,"Harry Wessels",SA,10,2,4,0,0,1,0,0,1,1,0,0,100.0,,0.58,0.00,-0.93
97,"Bogoljub Markovic",MIL,26,7,6,2,0,0,3,1,3,7,0,0,42.9,,0.07,0.00,-0.94
98,"Hyunjung Lee",SA,14,12,3,1,1,1,2,0,2,7,5,7,28.6,71.4,-0.93,0.04,-0.98
99,"Christian Shumate",NO,11,2,8,1,0,0,1,0,1,2,0,0,50.0,,0.16,0.00,-0.98
100,"Payton Sandfort",OKC,18,11,0,0,0,0,1,1,5,9,0,0,55.6,,1.24,0.00,-1.39
101,"Javonte Cooke",PHX,21,9,4,1,1,0,2,0,3,10,2,2,30.0,100.0,-1.18,0.58,-1.39
102,"Julian Reese",WSH,9,4,5,1,0,0,0,0,1,1,1,2,100.0,50.0,0.58,-0.42,-1.45
103,"Jack Clark",GS,3,0,3,2,1,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-1.45
104,"Quincy Olivari",POR,22,13,3,3,1,0,5,3,4,13,1,2,30.8,50.0,-1.43,-0.42,-1.48
105,"Steven Crowl",DET,8,0,1,2,0,1,0,0,0,0,0,0,,,0.00,0.00,-1.56
106,"Josh Dix",OKC,18,5,2,2,0,0,0,1,2,7,0,0,28.6,,-0.93,0.00,-1.57
107,"Aliou Diarra",POR,15,4,6,0,0,0,0,0,1,4,1,1,25.0,100.0,-0.67,0.29,-1.59
108,"Max Mackinnon",CHA,1,5,0,0,0,0,0,1,2,2,0,0,100.0,,1.16,0.00,-1.67
109,"Kylan Boswell",CHA,11,4,2,4,0,0,1,0,2,3,0,1,66.7,0.0,0.75,-0.71,-1.67
110,"Christoph Tilly",OKC,12,6,1,0,2,0,0,0,3,5,0,1,60.0,0.0,0.91,-0.71,-1.76
111,"Jabri Abdur-Rahim",OKC,4,5,0,0,0,0,0,1,2,3,0,0,66.7,,0.75,0.00,-2.04
112,"Fletcher Loyer",LAC,7,5,0,0,0,0,0,1,1,2,1,1,50.0,100.0,0.16,0.29,-2.05
113,"Terrell Brown Jr.",CHA,8,0,2,4,0,0,1,0,0,1,0,0,0.0,,-0.42,0.00,-2.05
114,"Rashaun Agee",CLE,14,4,4,1,2,0,2,0,2,7,0,0,28.6,,-0.93,0.00,-2.07
115,"Trey Alexander",UTAH,21,7,3,5,1,0,2,0,2,6,3,6,33.3,50.0,-0.51,-1.25,-2.14
116,"Chris Youngblood",POR,29,14,2,1,1,0,3,1,5,14,2,3,35.7,66.7,-0.85,-0.13,-2.18
117,"Solomon Washington",NO,9,0,3,2,0,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-2.28
118,"Steven Ashworth",OKC,12,6,2,3,0,0,3,0,0,3,3,3,0.0,100.0,-1.25,0.87,-2.34
119,"Hannes Steinbach",CHA,23,8,3,2,0,0,5,0,3,4,1,1,75.0,100.0,1.33,0.29,-2.35
120,"Nate Mensah",NO,11,0,6,0,0,1,1,0,0,2,0,0,0.0,,-0.84,0.00,-2.41
121,"Miles Barnstable",SA,10,3,1,0,0,2,2,1,1,4,0,0,25.0,,-0.67,0.00,-2.41
122,"Viktor Lakhin",SAC,1,2,1,1,0,0,0,0,1,1,0,0,100.0,,0.58,0.00,-2.43
123,"Chase Hunter",GS,3,3,1,0,0,0,0,1,1,2,0,0,50.0,,0.16,0.00,-2.48
124,"Sion James",CHA,25,8,5,1,0,0,2,0,3,10,1,1,30.0,100.0,-1.18,0.29,-2.51
125,"Nate Ament",MIL,25,7,5,0,0,0,3,1,3,7,0,0,42.9,,0.07,0.00,-2.53
126,"Jesse Edwards",MIL,13,6,2,1,0,0,2,0,2,4,1,1,50.0,100.0,0.33,0.29,-2.53
127,"Adam Flagler",SAC,11,4,1,2,0,0,0,0,1,2,1,2,50.0,50.0,0.16,-0.42,-2.62
128,"Koa Peat",PHX,28,12,4,1,2,0,4,0,5,10,1,3,50.0,33.3,0.82,-1.13,-2.63
129,"Jayden Nunn",SA,10,4,3,0,1,0,0,0,2,4,0,1,50.0,0.0,0.33,-0.71,-2.67
130,"Jaxon Kohler",UTAH,10,2,2,0,0,0,0,0,1,1,0,0,100.0,,0.58,0.00,-2.69
131,"Lamar Wilkerson",OKC,15,3,0,2,0,0,0,1,1,5,0,0,20.0,,-1.09,0.00,-2.71
132,"Sam Alexis",OKC,4,2,1,0,0,1,0,0,1,3,0,0,33.3,,-0.25,0.00,-2.73
133,"Colby Jones",GS,13,2,3,3,0,1,1,0,1,5,0,1,20.0,0.0,-1.09,-0.71,-2.78
134,"David Muoka",SA,3,0,2,0,0,1,0,0,0,1,0,0,0.0,,-0.42,0.00,-2.81
135,"Kira Lewis Jr.",MIL,13,2,0,1,2,0,2,0,1,2,0,0,50.0,,0.16,0.00,-2.81
136,"Chris Bell",NO,3,3,0,0,0,0,0,1,1,2,0,0,50.0,,0.16,0.00,-2.84
137,"Mitch Mascari",SAC,1,3,0,0,0,0,0,1,1,2,0,0,50.0,,0.16,0.00,-2.84
138,"Ace Bailey",UTAH,8,0,2,1,1,1,0,0,0,5,0,0,0.0,,-2.09,0.00,-2.84
139,"Drake Allen",DET,10,2,1,1,1,0,1,0,1,3,0,0,33.3,,-0.25,0.00,-3.00
140,"Alex Karaban",SAC,23,3,2,0,0,0,1,1,1,3,0,0,33.3,,-0.25,0.00,-3.15
141,"Riley Kugel",LAC,4,3,0,0,0,0,0,1,1,3,0,0,33.3,,-0.25,0.00,-3.20
142,"Darius Acuff Jr.",SAC,28,12,1,4,0,1,5,0,4,14,3,4,28.6,75.0,-1.85,0.16,-3.21
143,"Cam Christie",LAC,27,7,9,1,1,0,5,1,1,11,2,2,9.1,100.0,-3.60,0.58,-3.21
144,"Latrell Wrightsell Jr.",CHA,11,5,0,0,1,0,2,1,2,5,0,0,40.0,,-0.09,0.00,-3.26
145,"Corey Camper Jr.",PHX,12,0,3,0,1,0,1,0,0,1,0,0,0.0,,-0.42,0.00,-3.34
146,"Chris Cenac Jr.",BOS,19,2,5,1,0,1,0,0,1,7,0,1,14.3,0.0,-1.93,-0.71,-3.39
147,"Eric Dixon",UTAH,20,5,2,1,0,0,0,1,2,7,0,1,28.6,0.0,-0.93,-0.71,-3.41
148,"Buddy Boeheim",OKC,19,6,1,0,0,0,0,2,2,7,0,1,28.6,0.0,-0.93,-0.71,-3.44
149,"Sean East II",CLE,8,4,0,0,1,0,2,0,2,3,0,0,66.7,,0.75,0.00,-3.45
150,"Malik Reneau",ORL,8,0,4,0,0,1,1,0,0,3,0,0,0.0,,-1.25,0.00,-3.49
151,"Malique Lewis",MIL,17,2,4,1,0,0,1,0,0,4,1,1,0.0,100.0,-1.67,0.29,-3.51
152,"Cameron Matthews",CHA,1,0,0,1,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.59
153,"John Camden",WSH,11,3,2,0,0,0,0,1,1,6,0,0,16.7,,-1.51,0.00,-3.60
154,"Curtis Jones",BOS,6,0,2,1,0,0,0,0,0,2,0,0,0.0,,-0.84,0.00,-3.62
155,"Dane Goodwin",CLE,17,0,2,0,1,0,1,0,0,1,0,0,0.0,,-0.42,0.00,-3.69
156,"Corey Stephenson",DET,10,6,2,0,0,0,1,0,1,3,2,3,33.3,66.7,-0.25,-0.13,-3.73
157,"Johnell Davis",ORL,11,4,3,0,0,0,1,0,1,2,1,2,50.0,50.0,0.16,-0.42,-3.79
158,"Josiah Allick",CHA,1,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.85
159,"Elijah Mahi",OKC,4,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.85
160,"Jalon Moore",NO,15,3,2,0,1,0,3,1,1,4,0,0,25.0,,-0.67,0.00,-4.00
161,"Izaiyah Nelson",ORL,4,0,1,0,0,1,0,0,0,0,0,1,,0.0,0.00,-0.71,-4.02
162,"Isaiah Stevens",SAC,4,0,0,1,0,1,0,0,0,1,0,1,0.0,0.0,-0.42,-0.71,-4.12
163,"Wyatt Fricks",CHA,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
164,"Mohammad Amini",BOS,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
165,"Caleb Grill",BOS,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
166,"Nick Pringle",BOS,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
167,"Barry Dunning Jr.",POR,2,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
168,"Zach Freemantle",LAC,5,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
169,"Hayden Gray",UTAH,2,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.20
170,"Anthony Pritchard",OKC,18,2,2,3,0,0,3,0,1,2,0,1,50.0,0.0,0.16,-0.71,-4.39
171,"Devin Askew",PHX,4,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-4.57
172,"Chauncey Wiggins",BOS,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-4.57
173,"Day Day Thomas",BOS,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-4.57
174,"Cody Williams",UTAH,23,0,2,1,1,0,3,0,0,2,0,0,0.0,,-0.84,0.00,-4.75
175,"Alondes Williams",BOS,4,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.86
176,"Will Baker",ORL,3,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.86
177,"Marquel Sutton",SAC,4,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.86
178,"John Butler Jr.",MIL,2,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.86
179,"Sam Hoiberg",PHX,6,0,1,0,0,0,1,0,0,1,0,0,0.0,,-0.42,0.00,-4.87
180,"Jacksen Moni",GS,3,0,0,0,0,0,0,0,0,2,0,0,0.0,,-0.84,0.00,-4.94
181,"Jake Stephens",PHX,2,0,1,0,0,0,0,0,0,0,0,1,,0.0,0.00,-0.71,-5.07
182,"RJ Nembhard Jr.",WSH,11,4,0,1,0,0,2,0,2,7,0,0,28.6,,-0.93,0.00,-5.13
183,"Jameer Nelson Jr.",PHX,16,8,0,0,2,0,3,0,3,7,1,3,42.9,33.3,0.07,-1.13,-5.24
184,"Jaden Henley",DET,12,4,2,0,1,0,3,0,0,6,2,2,0.0,100.0,-2.51,0.58,-5.26
185,"Basheer Jihad",DET,9,0,3,1,1,0,2,0,0,3,0,1,0.0,0.0,-1.25,-0.71,-5.33
186,"Bryce Harris",OKC,4,4,1,0,0,0,0,1,1,2,1,4,50.0,25.0,0.16,-1.84,-5.50
187,"Koby Brea",PHX,31,2,4,1,1,0,2,0,1,11,0,0,9.1,,-3.60,0.00,-5.53
188,"Zakai Zeigler",SA,4,0,0,1,0,0,4,0,0,0,0,0,,,0.00,0.00,-6.20
