Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
55,"Norchad Omier",LAC,22,6,6,1,1,1,1,0,3,5,0,1,60.0,0.0,0.74,-0.72,0.40
56,"Nick Boyd",GS,15,4,3,5,1,0,1,0,2,5,0,0,40.0,,-0.26,0.00,0.26
57,"Nick Martinelli",LAC,26,12,10,0,0,0,1,0,5,13,1,1,38.5,100.0,-0.87,0.28,0.21
58,"Taye Fields",PHI,15,2,6,1,2,0,1,0,1,2,0,0,50.0,,0.10,0.00,0.13
59,"Erik Stevenson",DEN,27,12,7,4,0,0,4,3,4,11,1,2,36.4,50.0,-0.97,-0.44,0.05
60,"AK Okereke",LAL,14,11,1,1,0,0,1,3,4,5,0,1,80.0,0.0,1.74,-0.72,0.00
61,"Aday Mara",OKC,25,14,7,6,0,0,3,0,6,6,1,5,100.0,20.0,3.29,-2.61,-0.19
62,"Kadary Richmond",WSH,28,11,8,3,2,0,4,1,4,12,1,2,33.3,50.0,-1.42,-0.44,-0.22
63,"Lachlan Olbrich",GS,9,2,1,2,0,2,1,0,1,2,0,0,50.0,,0.10,0.00,-0.39
64,"Sean Pedulla",LAC,26,9,3,3,1,0,0,1,3,10,1,2,30.0,50.0,-1.52,-0.44,-0.48
65,"Will Richard",GS,26,11,3,1,1,1,5,3,4,10,0,0,40.0,,-0.52,0.00,-0.52
66,"Jahmi'us Ramsey",DEN,19,7,3,1,0,0,0,1,2,5,1,1,40.0,100.0,-0.26,0.28,-0.56
67,"Colby Jones",GS,14,7,5,1,0,0,0,1,3,8,0,0,37.5,,-0.61,0.00,-0.59
68,"Giovanni Emejuru",DEN,13,4,4,0,1,0,0,0,1,2,1,1,50.0,100.0,0.10,0.28,-0.65
69,"Aaron Nkrumah",DEN,18,8,4,1,0,0,2,2,3,6,0,0,50.0,,0.29,0.00,-0.78
70,"William Hickey",LAL,12,3,1,1,2,0,1,1,1,2,0,0,50.0,,0.10,0.00,-0.85
71,"LJ Cryer",GS,25,9,0,1,2,0,0,1,3,11,1,1,27.3,100.0,-1.97,0.28,-0.89
72,"Anthony Pritchard",OKC,24,6,0,2,1,0,1,0,2,3,1,1,66.7,100.0,0.65,0.28,-1.02
73,"Chance McMillian",GS,15,11,1,1,0,0,2,3,4,9,0,0,44.4,,-0.06,0.00,-1.02
74,"Zach Freemantle",LAC,6,3,1,0,0,1,0,0,1,1,1,1,100.0,100.0,0.55,0.28,-1.14
75,"Miller Kopp",HOU,15,8,0,1,0,0,0,2,2,6,1,1,33.3,100.0,-0.71,0.28,-1.17
76,"Dylan Cardwell",SAC,20,8,7,1,0,0,1,0,4,7,0,1,57.1,0.0,0.84,-0.72,-1.20
77,"Marquel Sutton",SAC,18,0,2,3,0,1,0,0,0,2,0,0,0.0,,-0.90,0.00,-1.22
78,"Chase Ross",LAL,9,4,0,1,1,0,0,0,2,2,0,0,100.0,,1.10,0.00,-1.23
79,"Tyler Burton",MEM,23,11,3,2,1,1,3,1,4,8,1,3,50.0,33.3,0.39,-1.16,-1.23
80,"Anthony Dell'Orso",SAC,11,7,0,1,0,0,1,1,3,3,0,0,100.0,,1.65,0.00,-1.29
81,"Bryce Hopkins",DEN,26,14,7,1,1,0,4,1,6,14,1,2,42.9,50.0,-0.32,-0.44,-1.33
82,"Tyler Bilodeau",BKN,18,0,2,0,2,1,0,0,0,3,0,0,0.0,,-1.35,0.00,-1.34
83,"Duke Miles",PHI,14,5,3,3,1,0,1,1,2,9,0,0,22.2,,-2.06,0.00,-1.50
84,"Julian Reese",WSH,11,4,5,0,1,1,2,0,0,1,2,3,0.0,66.7,-0.45,-0.16,-1.61
85,"Alex Karaban",SAC,24,4,5,2,1,0,2,0,2,6,0,0,33.3,,-0.71,0.00,-1.80
86,"Ben Middlebrooks",HOU,10,2,4,0,2,0,1,0,0,3,1,1,0.0,100.0,-1.35,0.28,-1.94
87,"Tre Carroll",WSH,11,6,5,0,0,0,2,0,3,4,0,0,75.0,,1.19,0.00,-2.00
88,"Jahmyl Telfort",LAC,19,4,1,2,0,0,0,0,2,4,0,0,50.0,,0.19,0.00,-2.03
89,"Mark Sears",DEN,23,7,0,3,1,0,2,1,2,9,2,2,22.2,100.0,-2.06,0.56,-2.11
90,"Peter Suder",LAL,18,2,5,5,0,0,3,0,1,4,0,0,25.0,,-0.81,0.00,-2.19
91,"Dion Brown",BKN,6,2,2,1,0,1,2,0,1,1,0,0,100.0,,0.55,0.00,-2.31
92,"Graham Ike",GS,17,6,2,0,0,0,1,0,3,4,0,0,75.0,,1.19,0.00,-2.38
93,"Daishen Nix",HOU,21,4,4,0,2,1,3,0,2,8,0,0,25.0,,-1.61,0.00,-2.45
94,"John Ukomadu",BKN,3,3,1,0,0,0,0,0,1,1,1,1,100.0,100.0,0.55,0.28,-2.52
95,"Aaron Scott",BKN,5,4,0,0,1,0,0,0,2,4,0,0,50.0,,0.19,0.00,-2.55
96,"Saint Thomas",PHI,18,5,3,0,0,0,1,1,2,5,0,0,40.0,,-0.26,0.00,-2.63
97,"Lawson Lovering",MEM,22,2,3,2,1,2,2,0,1,4,0,2,25.0,0.0,-0.81,-1.44,-2.66
98,"Drew Cisse",PHI,8,2,5,0,0,0,1,0,1,2,0,0,50.0,,0.10,0.00,-2.76
99,"Adam Flagler",SAC,11,3,1,0,0,1,0,1,1,6,0,0,16.7,,-1.71,0.00,-2.78
100,"Damari Monsanto",WSH,3,3,0,0,1,0,0,1,1,4,0,0,25.0,,-0.81,0.00,-2.79
101,"Chris Ledlum",HOU,5,4,7,0,0,0,0,0,2,6,0,1,33.3,0.0,-0.71,-0.72,-2.92
102,"Norris Agbakoko",WSH,4,0,1,3,0,0,1,0,0,0,0,0,,,0.00,0.00,-2.95
103,"Malik Williams",CHI,11,0,2,1,0,0,0,0,0,0,0,0,,,0.00,0.00,-2.96
104,"Riley Kugel",LAC,6,3,0,0,0,0,0,1,1,2,0,0,50.0,,0.10,0.00,-3.00
105,"Themus Fulks",LAC,3,4,0,0,0,0,1,0,1,1,2,2,100.0,100.0,0.55,0.56,-3.00
106,"RJ Nembhard Jr.",WSH,22,9,2,3,0,0,2,1,4,7,0,2,57.1,0.0,0.84,-1.44,-3.04
107,"Dailyn Swain",CHI,30,2,5,4,1,0,1,0,0,7,1,2,0.0,50.0,-3.16,-0.44,-3.07
108,"Jacksen Moni",GS,8,0,2,1,1,0,1,0,0,1,0,0,0.0,,-0.45,0.00,-3.10
109,"Fletcher Loyer",LAC,14,4,0,2,0,0,1,0,0,2,2,2,0.0,100.0,-0.90,0.56,-3.11
110,"Baba Miller",LAC,22,6,1,1,0,1,2,0,1,3,2,3,33.3,66.7,-0.35,-0.16,-3.15
111,"Stevie Mitchell",HOU,5,2,2,0,1,0,2,0,1,1,0,0,100.0,,0.55,0.00,-3.27
112,"Dain Dainja",BKN,12,0,4,1,1,0,2,0,0,2,0,0,0.0,,-0.90,0.00,-3.47
113,"Isaac Johnson",PHI,13,3,0,1,0,1,2,1,1,5,0,0,20.0,,-1.26,0.00,-3.69
114,"Michael Foster Jr.",HOU,15,6,2,0,0,0,2,0,2,5,1,1,40.0,100.0,-0.26,0.28,-3.87
115,"Isaiah Stevens",SAC,8,2,0,1,0,0,1,0,1,2,0,0,50.0,,0.10,0.00,-4.08
116,"Mylik Wilson",PHI,16,4,2,0,1,0,2,0,2,7,0,0,28.6,,-1.16,0.00,-4.43
117,"Zhaire Smith",LAL,4,2,0,1,0,0,2,0,1,1,0,0,100.0,,0.55,0.00,-4.43
118,"Lamar Wilkerson",OKC,7,0,0,1,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.45
119,"Viktor Lakhin",SAC,17,4,6,1,0,0,1,0,1,2,1,4,50.0,25.0,0.10,-1.89,-4.80
120,"Boo Buie",CHI,15,3,0,2,0,0,3,1,1,4,0,0,25.0,,-0.81,0.00,-4.86
121,"B.J. Edwards",SAC,4,1,1,2,0,0,1,0,0,2,1,2,0.0,50.0,-0.90,-0.44,-4.90
122,"Dwight Murray Jr.",BKN,2,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-5.01
123,"Carson Cooper",MEM,15,2,2,0,0,0,2,0,1,3,0,0,33.3,,-0.35,0.00,-5.01
124,"Duke Brennan",BKN,3,0,1,0,0,0,1,0,0,1,0,0,0.0,,-0.45,0.00,-5.02
125,"Dante Maddox Jr.",PHI,26,10,0,1,1,0,3,1,2,11,3,4,18.2,75.0,-2.97,0.11,-5.07
126,"Javontae Campbell",PHI,4,1,1,1,0,0,1,0,0,1,1,2,0.0,50.0,-0.45,-0.44,-5.08
127,"John Camden",WSH,19,0,5,0,0,0,1,0,0,6,0,0,0.0,,-2.71,0.00,-5.43
128,"Mitch Mascari",SAC,7,0,0,0,1,0,1,0,0,1,0,1,0.0,0.0,-0.45,-0.72,-5.66
129,"Gerald Ayayi",PHI,13,0,2,0,0,0,0,0,0,6,0,0,0.0,,-2.71,0.00,-5.82
130,"Maxime Raynaud",SAC,15,3,4,2,0,0,7,1,1,3,0,0,33.3,,-0.35,0.00,-5.93
131,"Matt Rogers",PHI,7,0,3,0,0,0,3,0,0,3,0,0,0.0,,-1.35,0.00,-6.51
132,"Nick Townsend",PHI,3,0,2,0,0,0,1,0,0,0,0,2,,0.0,0.00,-1.44,-6.75
133,"Nique Clifford",SAC,15,2,1,1,0,0,3,0,1,3,0,1,33.3,0.0,-0.35,-0.72,-6.81
134,"Davide Casarin",HOU,13,0,2,2,0,0,4,0,0,1,0,1,0.0,0.0,-0.45,-0.72,-6.98
135,"Johni Broome",PHI,22,2,3,0,1,0,1,0,1,5,0,3,20.0,0.0,-1.26,-2.16,-7.43
