Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
36,"Tyler Nickel",NY,30,16,2,1,0,2,1,4,6,14,0,1,42.9,0.0,0.22,-0.74,3.27
37,"Sion James",CHA,26,9,4,5,0,1,3,1,1,2,3,3,50.0,100.0,0.17,0.79,3.20
38,"Maliq Brown",SA,24,8,8,1,2,1,4,0,2,2,2,2,100.0,100.0,1.17,0.53,3.19
39,"Izaiyah Nelson",ORL,17,6,2,2,2,1,0,0,2,2,1,1,100.0,100.0,1.17,0.26,3.12
40,"Nate Santos",MIN,27,14,3,1,1,0,3,4,4,7,1,1,57.1,100.0,1.11,0.26,3.10
41,"Labaron Philon Jr.",PHI,34,24,3,6,1,0,2,2,9,22,2,4,40.9,50.0,-0.08,-0.94,3.05
42,"Colin Castleton",ORL,23,15,8,1,0,0,3,1,5,8,2,2,62.5,100.0,1.70,0.53,2.93
43,"Zeke Mayo",ATL,14,11,2,0,3,0,1,1,3,5,2,2,60.0,100.0,0.94,0.53,2.85
44,"Osayi Osifo",DEN,7,13,5,0,0,0,1,0,5,5,3,3,100.0,100.0,2.94,0.79,2.84
45,"AJ Hoggard",TOR,21,7,6,6,2,0,3,1,2,8,1,1,25.0,100.0,-1.30,0.26,2.76
46,"Michael Ajayi",CHA,21,12,9,0,1,1,3,1,4,7,2,3,57.1,66.7,1.11,-0.21,2.70
47,"Danny Wolf",BKN,26,20,5,1,1,0,4,0,9,16,2,2,56.3,100.0,2.40,0.53,2.34
48,"TyTy Washington Jr.",ORL,17,9,3,2,1,0,0,1,4,6,0,0,66.7,,1.52,0.00,2.33
49,"KJ Simpson",DEN,29,19,4,4,1,0,5,3,6,15,3,4,40.0,75.0,-0.19,0.06,2.29
50,"DeJon Jarreau",DEN,17,8,7,3,1,1,1,0,4,12,0,0,33.3,,-0.95,0.00,2.28
51,"Jalon Moore",NO,23,13,4,1,3,0,2,0,4,7,3,4,57.1,75.0,1.11,0.06,2.26
52,"Zhaire Smith",LAL,12,6,0,3,2,1,1,0,3,3,0,0,100.0,,1.76,0.00,2.08
53,"AK Okereke",LAL,18,0,3,5,2,1,0,0,0,3,0,0,0.0,,-1.24,0.00,1.96
54,"Efe Abogidi",DEN,13,10,4,0,1,0,1,2,4,7,0,0,57.1,,1.11,0.00,1.60
55,"Igor Milicic Jr.",SA,13,5,4,2,0,1,0,1,2,4,0,0,50.0,,0.35,0.00,1.60
56,"Pacome Dadiet",NY,23,13,3,1,2,1,3,1,4,12,2,2,33.3,100.0,-0.95,0.53,1.60
57,"Chucky Hepburn",TOR,29,2,5,8,2,0,3,0,1,5,0,0,20.0,,-1.06,0.00,1.59
58,"Matthew Murrell",DEN,24,5,5,3,2,0,1,1,2,7,0,0,28.6,,-0.89,0.00,1.55
59,"Rienk Mast",IND,30,10,9,3,0,0,3,2,4,12,0,0,33.3,,-0.95,0.00,1.48
60,"Malik Dia",NO,12,6,4,0,1,1,0,2,2,7,0,0,28.6,,-0.89,0.00,1.43
61,"Markquis Nowell",NO,17,4,1,6,2,0,0,1,1,4,1,2,25.0,50.0,-0.65,-0.47,1.33
62,"Tristen Newton",HOU,28,18,4,0,2,0,3,3,4,13,3,4,30.8,75.0,-1.36,0.06,1.31
63,"Nate Bittle",TOR,19,9,4,1,1,1,3,1,2,5,2,2,40.0,100.0,-0.06,0.53,1.21
64,"Isaiah Wong",ATL,19,10,2,0,2,0,2,2,2,5,2,2,40.0,100.0,-0.06,0.53,1.12
65,"Lester Quinones",ORL,24,15,1,1,0,0,2,2,6,10,1,1,60.0,100.0,1.87,0.26,1.07
66,"Damion Baugh",MIN,19,4,6,2,2,1,3,0,1,4,1,1,25.0,100.0,-0.65,0.26,1.06
67,"Dillon Jones",NY,21,6,1,3,2,1,2,0,2,5,1,1,40.0,100.0,-0.06,0.26,0.91
68,"Chris Manon",LAL,31,10,8,1,0,0,1,0,4,10,1,1,40.0,100.0,-0.13,0.26,0.81
69,"Yuki Kawamura",IND,19,12,3,3,0,0,2,1,2,4,4,5,50.0,80.0,0.35,0.32,0.71
70,"Nate Mensah",NO,14,2,4,0,0,2,0,0,1,1,0,0,100.0,,0.59,0.00,0.69
71,"Allen Graves",TOR,27,9,3,2,1,0,2,1,4,7,0,0,57.1,,1.11,0.00,0.64
72,"Phillip Wheeler",ORL,13,9,4,1,1,0,3,1,1,2,3,3,50.0,100.0,0.17,0.79,0.64
73,"Tobi Lawal",DAL,22,8,5,0,0,0,0,2,2,7,1,1,28.6,100.0,-0.89,0.26,0.43
74,"Micah Peavy",NO,22,9,1,1,1,0,0,1,2,6,2,2,33.3,100.0,-0.48,0.53,0.38
75,"Jaylin Williams",MIN,13,9,2,1,0,0,1,1,2,4,3,3,50.0,100.0,0.35,0.79,0.34
76,"Kingston Flemings",ATL,25,9,7,5,0,1,6,1,4,11,0,0,36.4,,-0.54,0.00,0.32
77,"Rocco Zikarsky",MIN,26,6,5,1,0,4,2,0,3,11,0,1,27.3,0.0,-1.54,-0.74,0.32
78,"Tidjane Salaun",CHA,18,12,9,2,0,0,1,1,5,12,1,3,41.7,33.3,0.05,-1.21,0.18
79,"Peter Suder",LAL,17,14,0,2,0,0,1,2,5,8,1,2,62.5,50.0,1.70,-0.47,0.17
80,"Tyler Smith",DAL,18,9,2,2,0,0,0,1,3,8,1,1,37.5,100.0,-0.30,0.26,0.04
81,"Sergio de Larrea",DAL,28,5,3,4,2,1,4,1,2,4,0,1,50.0,0.0,0.35,-0.74,0.01
82,"Saint Thomas",PHI,19,8,7,2,1,0,1,0,4,9,0,1,44.4,0.0,0.29,-0.74,-0.01
83,"Christian Anderson",CHA,28,12,3,0,1,1,3,2,5,14,0,0,35.7,,-0.78,0.00,-0.12
84,"Liam McNeeley",CHA,27,17,5,5,0,2,6,2,4,10,5,9,40.0,55.6,-0.13,-1.62,-0.14
85,"Melvin Council Jr.",NO,20,6,2,2,1,0,1,0,3,4,0,0,75.0,,1.35,0.00,-0.17
86,"Mylik Wilson",PHI,13,2,1,2,2,1,1,0,1,3,0,0,33.3,,-0.24,0.00,-0.18
87,"Langston Wilson",NY,6,0,4,1,1,2,1,0,0,3,0,0,0.0,,-1.24,0.00,-0.20
88,"Adou Thiero",LAL,26,15,4,1,1,0,4,0,4,12,4,4,33.3,100.0,-0.95,1.06,-0.39
89,"Vladislav Goldin",MIA,19,6,5,1,0,1,0,0,2,5,1,2,40.0,50.0,-0.06,-0.47,-0.46
90,"RJ Melendez",SA,8,5,4,0,0,0,0,1,2,3,0,0,66.7,,0.76,0.00,-0.47
91,"Hannes Steinbach",CHA,22,7,6,0,0,1,3,0,2,5,2,2,40.0,100.0,-0.06,0.53,-0.55
92,"J'Vonne Hadley",MIA,26,2,7,3,0,0,1,0,1,4,0,0,25.0,,-0.65,0.00,-0.55
93,"TJ Bamba",DEN,17,7,3,3,0,0,1,1,2,8,1,1,25.0,100.0,-1.30,0.26,-0.72
94,"Henri Veesaar",ATL,17,6,1,2,0,2,1,0,3,5,0,1,60.0,0.0,0.94,-0.74,-0.75
95,"Mark Mitchell Jr.",DEN,15,0,1,1,0,2,0,0,0,0,0,0,,,0.00,0.00,-0.77
96,"Amani Lyles",PHI,11,6,4,0,2,0,1,0,1,2,2,3,50.0,66.7,0.17,-0.21,-0.80
97,"Darin Green Jr.",DAL,2,6,0,0,0,0,0,2,2,2,0,0,100.0,,1.17,0.00,-0.88
98,"Keion Brooks Jr.",IND,14,11,4,0,0,0,3,1,2,6,3,3,33.3,100.0,-0.48,0.79,-1.10
99,"Ryan Nembhard",DAL,29,12,2,5,1,0,5,0,3,11,3,3,27.3,100.0,-1.54,0.79,-1.10
100,"Emanuel Miller",SA,22,2,5,0,1,1,0,0,1,7,0,0,14.3,,-1.89,0.00,-1.15
101,"Alex Morales",ORL,26,4,7,4,0,0,2,0,1,8,1,1,12.5,100.0,-2.30,0.26,-1.18
102,"Gabe Madsen",ATL,18,4,2,1,1,0,0,0,1,4,1,1,25.0,100.0,-0.65,0.26,-1.38
103,"Isaac McKneely",ATL,20,5,2,1,0,0,0,1,2,5,0,0,40.0,,-0.06,0.00,-1.41
104,"Ben Saraf",BKN,32,15,1,5,0,1,3,0,4,14,5,7,28.6,71.4,-1.78,-0.15,-1.43
105,"Taelon Peter",IND,28,6,2,2,1,0,2,0,2,5,1,1,40.0,100.0,-0.06,0.26,-1.44
106,"John Poulakidas",DAL,20,5,1,1,1,0,1,1,1,4,1,1,25.0,100.0,-0.65,0.26,-1.52
107,"Jaron Pierre Jr.",NO,25,12,2,1,1,0,1,0,4,15,2,2,26.7,100.0,-2.19,0.53,-1.62
108,"Christian Shumate",NO,10,3,3,1,0,0,1,1,1,2,0,0,50.0,,0.17,0.00,-1.76
109,"Hunter Sallis",BKN,7,0,2,0,0,2,1,0,0,1,0,0,0.0,,-0.41,0.00,-1.91
110,"Chris Mantis",MIN,11,3,3,0,0,0,0,1,1,3,0,0,33.3,,-0.24,0.00,-1.96
111,"Keon Johnson",ORL,16,5,2,0,2,0,2,1,2,7,0,0,28.6,,-0.89,0.00,-2.09
112,"Isaac Johnson",PHI,13,2,4,2,0,1,2,0,1,5,0,0,20.0,,-1.06,0.00,-2.13
113,"Joshua Jefferson",BKN,26,9,1,1,2,0,2,0,1,8,5,6,12.5,83.3,-2.30,0.59,-2.18
114,"Oscar Cluff",HOU,17,6,5,0,0,0,3,0,1,2,2,2,50.0,100.0,0.17,0.53,-2.20
115,"David Muoka",SA,5,2,0,0,0,1,0,0,1,1,0,0,100.0,,0.59,0.00,-2.29
116,"Taye Fields",PHI,12,1,2,0,2,0,0,0,0,0,1,2,,50.0,0.00,-0.47,-2.33
117,"Hyunjung Lee",SA,11,3,2,0,0,0,0,1,1,3,0,0,33.3,,-0.24,0.00,-2.39
118,"Devon Higgs",ATL,14,4,1,0,2,0,1,0,1,5,1,1,20.0,100.0,-1.06,0.26,-2.42
119,"Tamin Lipsey",IND,27,3,2,2,0,0,1,1,1,5,0,0,20.0,,-1.06,0.00,-2.60
120,"Mohamed Diawara",NY,26,0,5,1,0,1,1,0,0,5,0,0,0.0,,-2.06,0.00,-2.64
121,"Nick Jourdain",NY,8,0,2,2,0,0,0,0,0,1,0,0,0.0,,-0.41,0.00,-2.66
122,"Drake Powell",BKN,24,4,2,2,0,0,1,0,0,4,2,2,0.0,100.0,-1.65,0.53,-2.72
123,"Will Johnston",NY,19,2,2,0,1,0,0,0,1,4,0,0,25.0,,-0.65,0.00,-2.73
124,"RJ Davis",SA,18,5,3,2,1,0,3,1,2,9,0,0,22.2,,-1.71,0.00,-2.83
125,"Tyler Bilodeau",BKN,21,5,4,1,0,0,2,0,1,6,2,2,16.7,100.0,-1.48,0.53,-2.83
126,"Giovanni Emejuru",DEN,20,2,4,0,0,0,1,0,1,2,0,0,50.0,,0.17,0.00,-2.86
127,"Wyatt Fricks",CHA,7,5,3,0,0,0,1,1,2,3,0,1,66.7,0.0,0.76,-0.74,-3.01
128,"Latrell Wrightsell Jr.",CHA,10,3,2,0,0,0,0,1,1,5,0,0,20.0,,-1.06,0.00,-3.04
129,"William Hickey",LAL,15,2,5,2,0,0,1,0,1,3,0,1,33.3,0.0,-0.24,-0.74,-3.07
130,"Dain Dainja",BKN,8,0,3,1,0,0,0,0,0,2,0,0,0.0,,-0.83,0.00,-3.11
131,"Zakai Zeigler",SA,9,2,1,2,0,0,2,0,0,1,2,2,0.0,100.0,-0.41,0.53,-3.14
132,"Keba Keita",IND,12,6,1,1,0,0,1,0,2,2,1,2,100.0,50.0,1.17,-0.47,-3.15
133,"Jorge Diaz Graham",DAL,8,3,0,2,0,0,2,1,1,2,0,0,50.0,,0.17,0.00,-3.17
134,"Asa Newell",ATL,25,4,3,1,1,1,1,0,2,5,0,2,40.0,0.0,-0.06,-1.47,-3.28
135,"Anton Watson",LAL,13,0,1,0,2,0,1,0,0,2,0,0,0.0,,-0.83,0.00,-3.32
136,"Miles Barnstable",SA,2,0,1,1,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.32
137,"Vsevolod Ishchenko",DAL,23,8,4,0,2,0,6,0,2,7,2,2,28.6,100.0,-0.89,0.53,-3.34
138,"Tarris Reed Jr.",SA,23,5,9,2,1,0,5,0,2,9,1,2,22.2,50.0,-1.71,-0.47,-3.37
139,"Guillermo Diaz Graham",DAL,2,0,2,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.45
140,"Chris Ledlum",HOU,4,2,1,0,0,0,0,0,1,2,0,0,50.0,,0.17,0.00,-3.46
141,"Jahmi'us Ramsey",DEN,13,3,1,0,0,0,1,1,1,3,0,0,33.3,,-0.24,0.00,-3.50
142,"Michael Foster Jr.",HOU,15,5,2,1,0,0,2,1,2,3,0,1,66.7,0.0,0.76,-0.74,-3.56
143,"Johnell Davis",ORL,5,3,0,0,0,0,1,1,1,2,0,0,50.0,,0.17,0.00,-3.60
144,"Kendall Brown",MIA,11,4,0,0,1,0,0,0,2,3,0,1,66.7,0.0,0.76,-0.74,-3.63
145,"Luke Goode",LAL,10,0,2,1,1,0,2,0,0,1,0,0,0.0,,-0.41,0.00,-3.64
146,"Gabe McGlothan",IND,14,3,2,0,0,0,0,1,1,7,0,0,14.3,,-1.89,0.00,-3.68
147,"Ben Humrichous",BKN,15,1,2,0,0,1,1,0,0,5,1,1,0.0,100.0,-2.06,0.26,-3.82
148,"Enrique Freeman",MIN,18,2,8,0,0,0,4,0,1,4,0,0,25.0,,-0.65,0.00,-3.85
149,"Taevion Kinsey",IND,10,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.88
150,"Aidan Mahaney",MIN,1,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-3.88
151,"Akoi Yuot",NY,1,0,3,0,0,0,0,0,0,3,0,0,0.0,,-1.24,0.00,-4.00
152,"Miller Kopp",HOU,11,0,3,0,0,1,1,0,0,5,0,0,0.0,,-2.06,0.00,-4.05
153,"Duke Miles",PHI,8,0,1,0,1,0,1,0,0,2,0,0,0.0,,-0.83,0.00,-4.26
154,"Ian Schieffelin",MIA,17,0,2,2,0,0,1,0,0,4,0,0,0.0,,-1.65,0.00,-4.31
155,"Isaiah Evans",MIN,26,4,5,1,0,1,2,0,2,15,0,0,13.3,,-4.19,0.00,-4.43
156,"Tyon Grant-Foster",SA,2,0,1,0,0,0,0,0,0,2,0,0,0.0,,-0.83,0.00,-4.53
157,"Meechie Johnson",MIA,11,2,1,0,1,0,2,0,1,4,0,0,25.0,,-0.65,0.00,-4.53
158,"Kaodirichi Akobundu-Ehiogu",DAL,5,2,1,0,0,0,0,0,1,1,0,1,100.0,0.0,0.59,-0.74,-4.57
159,"Jaden Springer",DAL,11,2,0,0,0,0,1,0,1,2,0,0,50.0,,0.17,0.00,-4.57
160,"Trey Kaufman-Renn",MIN,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.41,0.00,-4.63
161,"Ben Middlebrooks",HOU,7,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.41,0.00,-4.63
162,"Ja'Vier Francis",DAL,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.41,0.00,-4.63
163,"Dion Brown",BKN,9,2,2,0,0,0,3,0,0,0,1,1,,100.0,0.00,0.26,-4.70
164,"William Kyle III",LAL,10,4,0,0,0,0,1,0,2,2,0,1,100.0,0.0,1.17,-0.74,-4.94
165,"Keith Palek III",NY,3,0,0,0,0,0,0,0,0,2,0,0,0.0,,-0.83,0.00,-4.95
166,"Oziyah Sellers",NY,5,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.99
167,"Lucas Dufeal",DAL,2,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.99
168,"Tyson Degenhart",TOR,10,0,1,0,0,0,1,0,0,2,0,0,0.0,,-0.83,0.00,-5.21
169,"Keyshawn Hall",MIA,15,2,1,0,0,0,1,0,1,1,0,1,100.0,0.0,0.59,-0.74,-5.25
170,"Gerald Ayayi",PHI,17,2,5,0,0,0,0,0,1,4,0,2,25.0,0.0,-0.65,-1.47,-5.26
171,"Jaden Bradley",TOR,8,2,1,1,0,0,3,0,1,3,0,0,33.3,,-0.24,0.00,-5.28
172,"Toby Okani",NY,5,0,0,0,0,0,1,0,0,1,0,0,0.0,,-0.41,0.00,-5.31
173,"Lance Ware",NY,13,0,1,0,0,1,0,0,0,0,0,2,,0.0,0.00,-1.47,-5.47
174,"Arnas Sakenis",MIA,7,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.00,-0.74,-5.74
175,"Erik Reynolds II",NY,7,0,2,0,0,0,2,0,0,2,0,1,0.0,0.0,-0.83,-0.74,-6.90
176,"Jayden Nunn",SA,16,0,2,0,0,0,1,0,0,6,0,1,0.0,0.0,-2.48,-0.74,-7.51
177,"Liam Robbins",NY,13,0,2,1,0,0,5,0,0,2,0,2,0.0,0.0,-0.83,-1.47,-9.83
