Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
17,"Duke Miles",PHI,25,15,3,3,1,1,1,3,6,9,0,0,66.7,,2.12,0.00,5.88
18,"Nate Ament",MIL,25,23,6,1,2,0,2,2,7,13,5,6,53.8,83.3,1.40,0.43,5.69
19,"Chris Livingston",WSH,31,20,9,4,0,0,0,2,8,15,2,3,53.3,66.7,1.54,-0.29,5.56
20,"Seth Trimble",WSH,27,24,3,1,1,1,2,2,8,12,4,5,66.7,80.0,2.83,0.19,5.53
21,"Bez Mbeng",UTAH,26,12,4,5,1,0,0,1,4,5,2,2,80.0,100.0,1.85,0.48,5.27
22,"Kam Jones",MIL,24,11,3,9,1,0,2,3,4,8,0,0,50.0,,0.55,0.00,5.16
23,"Brice Williams",DET,32,24,6,4,0,0,1,3,7,13,5,7,53.8,71.4,1.40,-0.33,5.13
24,"Enrique Freeman",MIN,23,14,11,3,0,0,1,0,5,7,3,3,71.4,100.0,1.99,0.71,4.68
25,"Solomon Washington",NO,21,5,7,4,2,1,1,1,1,3,1,1,33.3,100.0,-0.29,0.24,4.19
26,"Amani Lyles",PHI,27,18,6,1,2,1,5,2,7,12,1,1,58.3,100.0,1.83,0.24,3.97
27,"Luke Travers",MIL,21,12,4,4,2,0,1,2,3,9,2,2,33.3,100.0,-0.88,0.48,3.96
28,"Colin Castleton",ORL,25,14,6,1,1,1,1,0,6,8,1,1,75.0,100.0,2.55,0.24,3.91
29,"Ja'Kobi Gillespie",SA,32,25,1,5,2,0,6,3,10,21,1,1,47.6,100.0,0.96,0.24,3.66
30,"Riley Minix",CLE,32,15,5,3,1,1,0,1,4,11,4,5,36.4,80.0,-0.74,0.19,3.62
31,"Pete Nance",MIL,27,11,2,4,1,1,2,3,4,9,0,0,44.4,,0.12,0.00,3.21
32,"Khaman Maluach",PHX,28,23,15,1,1,1,2,2,8,13,4,9,61.5,44.4,2.40,-2.86,3.05
33,"Christian Shumate",NO,29,8,9,3,1,1,1,0,4,8,0,0,50.0,,0.55,0.00,2.97
34,"Markquis Nowell",NO,24,20,2,2,2,1,2,2,3,13,6,7,23.1,85.7,-2.60,0.67,2.94
35,"Baba Miller",LAC,21,12,4,0,2,2,1,0,5,7,1,2,71.4,50.0,1.99,-0.52,2.87
36,"Jaxson Robinson",CLE,26,13,2,1,1,0,0,3,5,10,0,0,50.0,,0.69,0.00,2.76
37,"Kadary Richmond",WSH,26,10,4,4,0,4,5,2,3,9,1,1,33.3,100.0,-0.88,0.24,2.66
38,"Reece Beekman",WSH,32,9,4,9,2,0,2,1,3,10,2,3,30.0,66.7,-1.31,-0.29,2.60
39,"Darius Brown II",PHX,23,9,8,6,1,0,2,0,3,4,2,3,75.0,66.7,1.28,-0.29,2.43
40,"Maliq Brown",SA,27,7,4,1,2,0,0,1,2,3,1,1,66.7,100.0,0.71,0.24,2.41
41,"Adam Flagler",SAC,17,11,3,1,1,0,0,1,5,6,0,0,83.3,,2.42,0.00,2.40
42,"Chaz Lanier",DET,31,15,3,2,0,0,1,4,4,12,2,2,33.3,100.0,-1.17,0.48,2.33
43,"Nate Santos",MIN,25,11,4,4,0,0,1,3,4,9,0,0,44.4,,0.12,0.00,2.28
44,"Chris Cenac Jr.",BOS,25,10,12,1,0,2,4,1,3,8,2,2,37.5,100.0,-0.45,0.48,2.12
45,"Trey Kaufman-Renn",MIN,15,14,3,0,1,0,1,0,2,2,5,5,100.0,100.0,1.14,1.19,2.05
46,"Rocco Zikarsky",MIN,22,12,5,0,0,3,0,0,5,5,1,3,100.0,33.3,2.85,-1.29,1.97
47,"Chris Bell",NO,17,12,2,0,1,1,1,1,4,7,2,2,57.1,100.0,0.99,0.48,1.96
48,"Igor Milicic Jr.",SA,22,4,10,1,2,0,0,0,1,4,1,1,25.0,100.0,-0.72,0.24,1.91
49,"Malaki Branham",CLE,28,23,4,3,0,0,6,2,7,16,6,6,43.8,100.0,0.11,1.43,1.84
50,"Jaylin Williams",MIN,15,4,6,2,1,1,0,0,2,3,0,0,66.7,,0.71,0.00,1.78
51,"Michael Ajayi",CHA,25,8,5,1,1,1,0,0,4,7,0,0,57.1,,0.99,0.00,1.76
52,"Gabe McGlothan",IND,18,12,2,0,2,0,1,2,4,9,1,1,44.4,100.0,0.12,0.24,1.70
53,"Boopie Miller",MIL,14,10,2,3,2,0,3,2,3,6,1,1,50.0,100.0,0.42,0.24,1.69
54,"Braden Smith",IND,26,8,6,8,0,0,4,2,3,6,0,0,50.0,,0.42,0.00,1.68
55,"Emanuel Sharp",SAC,20,12,2,1,2,0,0,2,4,13,1,1,30.8,100.0,-1.60,0.24,1.55
56,"Zack Austin",MIL,20,10,4,1,0,3,1,0,3,5,2,3,60.0,66.7,0.85,-0.29,1.50
57,"Hayden Gray",UTAH,21,6,1,2,3,1,1,0,2,6,1,1,33.3,100.0,-0.58,0.24,1.49
58,"Kylan Boswell",CHA,25,11,7,1,1,0,4,3,4,7,0,0,57.1,,0.99,0.00,1.47
59,"Keba Keita",IND,18,10,5,0,0,3,1,0,5,11,0,0,45.5,,0.26,0.00,1.43
60,"RJ Davis",SA,29,14,12,1,1,0,4,1,5,12,1,1,41.7,100.0,-0.17,0.24,1.32
61,"Koby Brea",PHX,26,5,3,3,1,1,0,1,2,6,0,0,33.3,,-0.58,0.00,1.31
62,"Amari Williams",BOS,29,6,7,3,1,2,1,0,2,6,1,2,33.3,50.0,-0.58,-0.52,1.29
63,"Bogoljub Markovic",MIL,18,11,2,1,0,0,0,3,4,8,0,0,50.0,,0.55,0.00,1.23
64,"Rashaun Agee",CLE,18,10,7,2,0,1,2,0,4,7,1,1,57.1,100.0,0.99,0.24,1.08
65,"Orlando Robinson",UTAH,21,11,7,4,2,1,0,1,4,11,1,4,36.4,25.0,-0.74,-2.05,1.03
66,"Ugonna Onyenso",DET,15,5,4,1,1,1,0,1,2,5,0,0,40.0,,-0.15,0.00,0.99
67,"Matt Rogers",PHI,17,8,2,2,0,0,0,2,3,4,0,0,75.0,,1.28,0.00,0.98
68,"Cameron Matthews",CHA,20,6,4,3,1,1,1,0,3,6,0,0,50.0,,0.42,0.00,0.98
69,"Taelon Peter",IND,20,9,0,1,1,0,1,3,3,5,0,0,60.0,,0.85,0.00,0.96
70,"Milos Uzan",BOS,29,13,7,2,0,0,2,2,4,12,2,2,33.3,100.0,-1.17,0.48,0.88
71,"Cameron Hildreth",IND,16,11,1,1,1,0,1,2,3,3,2,3,100.0,66.7,1.71,-0.29,0.82
72,"Isaiah Evans",MIN,26,22,2,1,0,0,1,4,9,22,0,1,40.9,0.0,-0.48,-0.76,0.70
73,"Dante Maddox Jr.",PHI,21,17,3,2,2,0,2,1,5,14,3,4,35.7,75.0,-1.03,-0.05,0.69
74,"Matthew Cleveland",UTAH,24,11,3,0,2,0,2,1,5,9,0,0,55.6,,1.12,0.00,0.63
75,"Gerald Ayayi",PHI,19,7,3,0,2,0,0,1,3,7,0,0,42.9,,-0.01,0.00,0.59
76,"Koa Peat",PHX,27,19,3,3,2,1,4,0,6,13,4,6,46.2,66.7,0.40,-0.57,0.43
77,"Tamar Bates",UTAH,21,16,2,0,0,0,1,1,5,9,2,2,55.6,100.0,1.12,0.48,0.37
78,"Brandon Boston Jr.",MIL,20,11,2,2,0,0,1,3,3,9,1,1,33.3,100.0,-0.88,0.24,0.35
79,"Drake Allen",DET,27,4,2,2,4,0,1,0,2,4,0,1,50.0,0.0,0.28,-0.76,0.28
80,"Labaron Philon Jr.",PHI,37,15,6,6,2,0,4,1,7,24,0,0,29.2,,-3.34,0.00,0.19
81,"Tarris Reed Jr.",SA,25,4,7,3,0,1,0,0,2,7,0,0,28.6,,-1.01,0.00,0.11
82,"John Camden",WSH,19,12,3,1,1,0,2,2,3,10,2,2,30.0,100.0,-1.31,0.48,0.01
83,"Ebuka Okorie",DET,31,16,3,5,1,0,4,1,5,17,3,3,29.4,100.0,-2.32,0.71,-0.09
84,"Fletcher Loyer",LAC,18,12,1,0,1,0,1,1,4,9,2,2,44.4,100.0,0.12,0.48,-0.16
85,"Tre'Von Spillers",CLE,9,3,4,1,1,0,0,1,1,2,0,0,50.0,,0.14,0.00,-0.20
86,"Melvin Council Jr.",NO,26,9,2,5,1,0,1,1,4,9,0,1,44.4,0.0,0.12,-0.76,-0.21
87,"Miles Kelly",SA,12,8,2,2,0,1,3,2,3,5,0,0,60.0,,0.85,0.00,-0.34
88,"Jameer Nelson Jr.",PHX,12,8,1,0,1,2,1,0,3,4,1,2,75.0,50.0,1.28,-0.52,-0.35
89,"Ernest Udeh Jr.",CLE,22,0,8,1,1,3,2,0,0,2,0,1,0.0,0.0,-0.86,-0.76,-0.46
90,"Jesse Edwards",MIL,11,4,3,0,1,1,0,0,2,4,0,0,50.0,,0.28,0.00,-0.48
91,"Damion Baugh",MIN,18,4,4,4,2,1,4,0,1,5,1,1,20.0,100.0,-1.15,0.24,-0.57
92,"TyTy Washington Jr.",ORL,14,5,2,2,2,0,2,1,2,5,0,0,40.0,,-0.15,0.00,-0.57
93,"John Tonje",BOS,27,18,1,0,0,0,2,3,6,10,3,5,60.0,60.0,1.69,-0.81,-0.65
94,"Norris Agbakoko",WSH,24,10,4,1,0,3,3,0,3,3,2,4,100.0,50.0,1.71,-1.05,-0.70
95,"Latrell Wrightsell Jr.",CHA,11,7,2,1,0,1,0,1,3,8,0,0,37.5,,-0.45,0.00,-0.72
96,"B.J. Edwards",SAC,13,5,3,1,0,1,0,0,2,5,1,1,40.0,100.0,-0.15,0.24,-0.87
97,"Jonathan Mogbo",SAC,28,9,11,2,1,0,2,0,3,11,2,3,27.3,66.7,-1.74,-0.29,-0.91
98,"Keion Brooks Jr.",IND,17,4,3,2,1,0,0,0,1,4,1,1,25.0,100.0,-0.72,0.24,-0.97
99,"Xaivian Lee",CLE,29,7,3,3,1,1,2,0,2,10,2,2,20.0,100.0,-2.31,0.48,-1.11
100,"Kowacie Reeves Jr.",IND,10,4,3,0,0,1,0,0,1,3,2,2,33.3,100.0,-0.29,0.48,-1.15
101,"Will Baker",ORL,10,9,1,1,0,0,0,0,3,6,2,2,50.0,100.0,0.42,0.48,-1.17
102,"Alondes Williams",BOS,14,5,1,3,0,0,0,1,1,4,1,1,25.0,100.0,-0.72,0.24,-1.25
103,"Javonte Cooke",PHX,24,12,5,0,0,0,2,2,4,9,2,3,44.4,66.7,0.12,-0.29,-1.32
104,"Viktor Lakhin",SAC,13,2,2,1,0,3,3,0,1,1,0,0,100.0,,0.57,0.00,-1.36
105,"Jonas Aidoo",UTAH,19,2,9,0,0,2,2,0,0,4,1,1,0.0,100.0,-1.72,0.24,-1.37
106,"Taye Fields",PHI,19,5,3,2,0,0,1,1,2,4,0,0,50.0,,0.28,0.00,-1.48
107,"Darryn Peterson",UTAH,29,15,4,4,1,1,4,0,4,16,4,5,25.0,80.0,-2.89,0.19,-1.58
108,"Kobe Stewart",MIL,13,4,2,0,0,1,0,0,1,2,1,1,50.0,100.0,0.14,0.24,-1.59
109,"Dylan Cardwell",SAC,22,2,3,3,1,4,2,0,0,5,1,3,0.0,33.3,-2.15,-1.29,-1.68
110,"Nate Mensah",NO,25,4,7,0,3,0,2,0,2,2,0,2,100.0,0.0,1.14,-1.52,-1.72
111,"Drew Cisse",PHI,12,0,2,1,0,2,1,0,0,0,0,0,,,0.00,0.00,-1.81
112,"Riley Kugel",LAC,13,5,2,1,0,1,1,1,2,6,0,0,33.3,,-0.58,0.00,-1.82
113,"Damari Monsanto",WSH,8,3,1,1,1,0,0,1,1,4,0,0,25.0,,-0.72,0.00,-1.83
114,"Lester Quinones",ORL,26,12,3,4,0,0,6,2,4,9,1,1,44.4,100.0,0.12,0.24,-1.83
115,"Yuki Kawamura",IND,14,6,0,4,0,0,0,0,2,7,1,1,28.6,100.0,-1.01,0.24,-2.03
116,"Christian Anderson",CHA,24,3,1,10,0,0,3,1,1,8,0,0,12.5,,-2.45,0.00,-2.05
117,"Marquel Sutton",SAC,19,6,6,0,0,0,0,0,1,6,2,2,16.7,100.0,-1.58,0.48,-2.05
118,"Justin Harmon",UTAH,15,2,4,1,1,0,0,0,1,5,0,0,20.0,,-1.15,0.00,-2.21
119,"RJ Melendez",SA,14,4,1,1,2,0,1,0,2,7,0,0,28.6,,-1.01,0.00,-2.35
120,"Malik Dia",NO,21,9,5,0,0,0,1,1,3,11,1,1,27.3,100.0,-1.74,0.24,-2.36
121,"Miles Barnstable",SA,12,6,1,0,0,0,0,2,2,7,0,0,28.6,,-1.01,0.00,-2.38
122,"Roddy Gayle Jr.",DET,12,0,2,2,1,0,0,0,0,2,0,0,0.0,,-0.86,0.00,-2.42
123,"Mylik Wilson",PHI,4,0,0,1,2,0,1,0,0,0,0,0,,,0.00,0.00,-2.44
124,"Donovan Williams",MIN,21,8,1,0,1,0,0,0,3,10,1,1,30.0,100.0,-1.31,0.24,-2.46
125,"Jaden Henley",DET,8,4,3,0,1,0,1,0,2,5,0,0,40.0,,-0.15,0.00,-2.66
126,"Elias Ralph",SAC,10,3,4,1,0,0,0,1,1,6,0,0,16.7,,-1.58,0.00,-2.68
127,"Jordan Riley",NO,14,4,2,1,0,1,1,0,2,6,0,0,33.3,,-0.58,0.00,-2.83
128,"Blake Hinson",UTAH,7,5,1,0,1,0,1,1,2,7,0,0,28.6,,-1.01,0.00,-2.96
129,"Jahmyl Telfort",LAC,22,7,2,0,0,0,1,1,2,7,1,1,28.6,100.0,-1.01,0.24,-3.04
130,"Saint Thomas",PHI,9,5,3,1,0,0,3,1,2,3,0,0,66.7,,0.71,0.00,-3.04
131,"Anthony Dell'Orso",SAC,8,0,1,2,1,0,0,0,0,3,0,0,0.0,,-1.29,0.00,-3.08
132,"Dominique Daniels Jr.",NO,22,6,3,1,1,0,0,0,3,13,0,0,23.1,,-2.60,0.00,-3.09
133,"Terrell Brown Jr.",CHA,16,6,1,2,0,0,2,0,3,5,0,0,60.0,,0.85,0.00,-3.10
134,"Keon Johnson",ORL,16,6,1,1,1,0,1,0,3,5,0,1,60.0,0.0,0.85,-0.76,-3.20
135,"Kyle Mangas",BOS,10,2,2,1,0,0,0,0,1,3,0,0,33.3,,-0.29,0.00,-3.32
136,"Aidan Mahaney",MIN,3,2,0,0,1,0,1,0,1,1,0,0,100.0,,0.57,0.00,-3.34
137,"Chris Mantis",MIN,1,0,0,0,0,1,0,0,0,0,0,0,,,0.00,0.00,-3.36
138,"Sam Hoiberg",PHX,10,0,1,2,1,0,1,0,0,2,0,0,0.0,,-0.86,0.00,-3.45
139,"Ian Martinez",CLE,9,5,2,0,0,0,2,1,2,4,0,0,50.0,,0.28,0.00,-3.47
140,"Andersson Garcia",UTAH,17,2,3,2,0,1,3,0,1,3,0,0,33.3,,-0.29,0.00,-3.49
141,"Zach Freemantle",LAC,11,0,4,0,0,0,0,0,0,1,0,0,0.0,,-0.43,0.00,-3.56
142,"MJ Iraldi",IND,10,4,0,0,0,0,0,0,1,3,1,1,33.3,100.0,-0.29,0.24,-3.70
143,"Tre Carroll",WSH,10,0,3,1,0,0,0,0,0,2,0,0,0.0,,-0.86,0.00,-3.73
144,"Malique Lewis",MIL,1,3,0,0,0,0,1,1,1,2,0,0,50.0,,0.14,0.00,-3.80
145,"Taevion Kinsey",IND,9,3,0,0,0,0,0,0,1,3,1,1,33.3,100.0,-0.29,0.24,-3.84
146,"RJ Nembhard Jr.",WSH,22,6,4,1,0,0,2,0,2,8,1,1,25.0,100.0,-1.45,0.24,-3.96
147,"John Butler Jr.",MIL,1,0,0,1,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.01
148,"Dane Goodwin",CLE,16,4,2,0,1,0,0,0,1,5,1,2,20.0,50.0,-1.15,-0.52,-4.05
149,"Alex Reese",IND,6,5,0,0,0,0,0,1,2,4,0,1,50.0,0.0,0.28,-0.76,-4.16
150,"Phillip Wheeler",ORL,17,5,1,1,0,0,3,1,1,4,1,1,25.0,100.0,-0.72,0.24,-4.34
151,"Corey Camper Jr.",PHX,14,2,1,0,1,1,1,0,1,4,0,1,25.0,0.0,-0.72,-0.76,-4.35
152,"Johnell Davis",ORL,4,0,0,0,1,0,1,0,0,1,0,0,0.0,,-0.43,0.00,-4.40
153,"Themus Fulks",LAC,11,0,1,3,0,0,1,0,0,3,0,0,0.0,,-1.29,0.00,-4.43
154,"Latavious Mitchell",DET,4,2,0,0,0,0,0,0,1,3,0,0,33.3,,-0.29,0.00,-4.44
155,"Devin McGlockton",MIN,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.50
156,"Dajuan Harris",MIN,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.50
157,"Reed Bailey",PHX,3,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.50
158,"Rafael Castro",MIL,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.50
159,"Aaron Williams",MIL,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.50
160,"Harry Wessels",SA,3,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.50
161,"Kuany Kuany",MIL,1,0,2,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.56
162,"Devin Askew",PHX,7,0,0,2,0,0,1,0,0,1,0,0,0.0,,-0.43,0.00,-4.57
163,"Tucker DeVries",BOS,22,2,2,1,0,0,0,0,1,7,0,0,14.3,,-2.01,0.00,-4.66
164,"Wyatt Fricks",CHA,10,2,3,1,0,0,0,0,1,4,0,1,25.0,0.0,-0.72,-0.76,-4.79
165,"Zakai Zeigler",SA,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.43,0.00,-4.83
166,"Sean East II",CLE,11,2,3,1,0,0,1,0,1,3,0,1,33.3,0.0,-0.29,-0.76,-5.16
167,"Jalen Warley",IND,12,2,3,0,0,0,0,0,1,8,0,0,12.5,,-2.45,0.00,-5.16
168,"Isaac Johnson",PHI,11,2,1,0,0,0,1,0,1,4,0,0,25.0,,-0.72,0.00,-5.16
169,"Isaiah Stevens",SAC,24,5,2,3,0,0,2,0,1,7,2,3,14.3,66.7,-2.01,-0.29,-5.22
170,"Max Mackinnon",CHA,15,0,1,1,0,0,1,0,0,3,0,0,0.0,,-1.29,0.00,-5.40
171,"Curtis Jones",BOS,4,2,0,0,0,0,2,0,1,2,0,0,50.0,,0.14,0.00,-5.51
172,"Hank Morgan",BOS,6,0,0,0,0,0,1,0,0,1,0,0,0.0,,-0.43,0.00,-5.54
173,"Steven Crowl",DET,11,0,2,0,0,0,3,0,0,2,0,0,0.0,,-0.86,0.00,-6.65
174,"Josiah Allick",CHA,3,0,1,0,0,0,0,0,0,0,0,2,,0.0,0.00,-1.52,-7.09
