Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
83,"Duke Miles",PHI,17,3,2,5,0,0,1,1,1,3,0,0,33.3,,-0.27,0.00,-1.23
84,"Malevy Leons",GS,26,8,8,0,1,0,1,0,4,9,0,1,44.4,0.0,0.18,-0.69,-1.35
85,"Justin Harmon",UTAH,11,2,4,1,0,1,0,0,1,3,0,0,33.3,,-0.27,0.00,-1.44
86,"Isaiah Stevens",SAC,12,2,1,5,0,0,0,0,1,2,0,0,50.0,,0.15,0.00,-1.50
87,"Felix Okpara",WSH,20,4,6,2,1,0,2,0,2,6,0,0,33.3,,-0.55,0.00,-1.62
88,"Gabe Madsen",ATL,24,4,7,2,1,1,3,0,1,8,1,1,12.5,100.0,-2.39,0.31,-1.63
89,"Jamir Watkins",WSH,20,2,4,0,1,0,0,0,1,2,0,0,50.0,,0.15,0.00,-1.71
90,"Kaodirichi Akobundu-Ehiogu",DAL,8,2,0,0,1,1,0,0,1,1,0,0,100.0,,0.58,0.00,-1.75
91,"Izaiyah Nelson",ORL,15,2,6,0,1,1,2,0,1,4,0,0,25.0,,-0.70,0.00,-1.81
92,"Darryn Peterson",UTAH,30,24,3,3,0,1,8,2,6,18,6,8,33.3,75.0,-1.64,0.46,-1.95
93,"Latrell Wrightsell Jr.",CHA,15,3,1,1,1,0,0,1,1,4,0,0,25.0,,-0.70,0.00,-2.14
94,"Trey Kaufman-Renn",MIN,16,2,5,0,1,0,1,0,1,3,0,0,33.3,,-0.27,0.00,-2.33
95,"Jacob Toppin",ATL,12,2,2,0,0,1,0,0,1,2,0,0,50.0,,0.15,0.00,-2.34
96,"Blake Hinson",UTAH,17,0,3,1,1,0,0,0,0,2,0,0,0.0,,-0.85,0.00,-2.66
97,"Carter Bryant",SA,25,12,2,1,0,2,4,1,4,13,2,3,30.8,66.7,-1.51,-0.08,-2.75
98,"Jalon Moore",NO,20,2,6,1,0,0,0,0,1,6,0,0,16.7,,-1.55,0.00,-2.81
99,"Saint Thomas",PHI,16,0,4,1,0,1,1,0,0,2,0,0,0.0,,-0.85,0.00,-2.83
100,"Emanuel Miller",SA,22,7,5,1,0,0,4,1,3,6,0,0,50.0,,0.45,0.00,-2.88
101,"Tyler Smith",DAL,10,7,1,0,0,1,1,1,2,5,1,2,40.0,50.0,-0.12,-0.39,-2.90
102,"Sion James",CHA,27,6,5,4,0,0,4,2,2,10,0,0,20.0,,-2.24,0.00,-2.95
103,"Sean Pedulla",LAC,20,11,0,2,2,0,6,1,1,8,4,4,12.5,100.0,-2.39,1.23,-2.95
104,"Norchad Omier",LAC,18,7,3,1,0,0,1,1,1,5,2,3,20.0,66.7,-1.12,-0.08,-3.00
105,"Riley Kugel",LAC,4,3,0,0,0,0,0,1,1,1,0,0,100.0,,0.58,0.00,-3.01
106,"Igor Milicic Jr.",SA,6,2,4,0,1,0,1,0,1,4,0,0,25.0,,-0.70,0.00,-3.03
107,"Tyon Grant-Foster",SA,3,2,1,0,0,1,1,0,1,1,0,0,100.0,,0.58,0.00,-3.06
108,"Keon Johnson",ORL,13,6,3,1,1,0,0,0,2,9,1,2,22.2,50.0,-1.82,-0.39,-3.33
109,"Phillip Wheeler",ORL,14,4,0,0,1,1,2,0,2,5,0,0,40.0,,-0.12,0.00,-3.36
110,"Colin Castleton",ORL,15,3,3,1,1,0,1,1,1,4,0,1,25.0,0.0,-0.70,-0.69,-3.37
111,"Zach Freemantle",LAC,7,2,1,0,0,0,0,0,0,0,1,1,,100.0,0.00,0.31,-3.39
112,"Harry Wessels",SA,6,0,2,0,0,1,1,0,0,0,0,0,,,0.00,0.00,-3.40
113,"Keaton Wagler",LAC,27,7,2,1,0,0,1,1,1,7,3,4,14.3,75.0,-1.97,0.23,-3.46
114,"Lachlan Olbrich",GS,15,12,2,1,1,0,4,0,2,8,4,5,25.0,80.0,-1.39,0.54,-3.50
115,"Malik Dia",NO,12,6,3,0,0,0,0,0,3,6,0,1,50.0,0.0,0.45,-0.69,-3.63
116,"Christian Shumate",NO,9,2,3,0,0,0,1,0,1,2,0,0,50.0,,0.15,0.00,-3.76
117,"TyTy Washington Jr.",ORL,16,2,2,2,0,0,1,0,1,4,0,0,25.0,,-0.70,0.00,-3.86
118,"Jorge Diaz Graham",DAL,5,0,0,0,1,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-3.93
119,"Johnell Davis",ORL,3,3,0,0,0,0,1,1,1,2,0,0,50.0,,0.15,0.00,-4.01
120,"Hyunjung Lee",SA,13,0,1,0,1,1,1,0,0,4,0,0,0.0,,-1.70,0.00,-4.08
121,"Alex Morales",ORL,27,6,4,0,1,0,3,0,2,5,1,2,40.0,50.0,-0.12,-0.39,-4.11
122,"Jaden Henley",DET,14,4,2,1,0,1,2,0,2,4,0,1,50.0,0.0,0.30,-0.69,-4.13
123,"Kadary Richmond",WSH,4,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.24
124,"Adam Flagler",SAC,12,0,1,2,1,0,0,0,0,6,0,0,0.0,,-2.55,0.00,-4.26
125,"Ja'Vier Francis",DAL,1,0,1,0,0,1,0,0,0,0,0,1,,0.0,0.00,-0.69,-4.42
126,"Rocco Zikarsky",MIN,25,9,6,2,1,0,4,1,3,11,1,3,27.3,33.3,-1.67,-1.08,-4.44
127,"Kylan Boswell",CHA,14,0,2,2,0,0,1,0,0,3,0,0,0.0,,-1.27,0.00,-4.57
128,"Chance McMillian",GS,12,4,1,0,0,0,1,0,1,5,1,1,20.0,100.0,-1.12,0.31,-4.65
129,"Nick Martinelli",LAC,22,11,5,2,0,0,3,0,2,7,4,7,28.6,57.1,-0.97,-0.85,-4.67
130,"Viktor Lakhin",SAC,5,0,1,0,0,1,2,0,0,1,0,0,0.0,,-0.42,0.00,-4.77
131,"Corey Stephenson",DET,7,0,0,1,0,0,0,0,0,2,0,0,0.0,,-0.85,0.00,-4.80
132,"Zakai Zeigler",SA,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-4.94
133,"Jaron Pierre Jr.",NO,12,2,0,1,1,0,2,0,1,5,0,0,20.0,,-1.12,0.00,-5.07
134,"Drew Cisse",PHI,3,0,1,1,0,0,0,0,0,0,0,1,,0.0,0.00,-0.69,-5.08
135,"Dominique Daniels Jr.",NO,5,0,0,1,0,0,0,0,0,3,0,0,0.0,,-1.27,0.00,-5.13
136,"Julian Reese",WSH,21,6,4,1,1,0,2,0,1,3,2,5,33.3,40.0,-0.27,-1.46,-5.14
137,"Max Abmas",UTAH,14,0,1,5,0,0,2,0,0,6,0,0,0.0,,-2.55,0.00,-5.20
138,"Enrique Freeman",MIN,24,10,6,0,0,0,5,0,3,7,3,5,42.9,60.0,0.03,-0.46,-5.20
139,"Christian Anderson",CHA,26,6,1,2,0,0,2,0,2,11,1,1,18.2,100.0,-2.67,0.31,-5.31
140,"Chris Bell",NO,7,0,0,0,1,0,2,0,0,2,0,0,0.0,,-0.85,0.00,-5.60
141,"Miles Barnstable",SA,6,0,0,0,0,0,0,0,0,4,0,0,0.0,,-1.70,0.00,-5.93
142,"RJ Melendez",SA,9,2,2,0,1,0,3,0,1,3,0,1,33.3,0.0,-0.27,-0.69,-6.11
143,"Alex Karaban",SAC,24,0,2,1,0,1,3,0,0,6,0,0,0.0,,-2.55,0.00,-6.24
144,"Jayden Nunn",SA,17,1,5,0,0,0,1,0,0,4,1,3,0.0,33.3,-1.70,-1.08,-6.62
