Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
46,"Damari Monsanto",WSH,26,9,2,1,1,1,0,3,3,9,0,0,33.3,,-0.99,0.00,1.75
47,"Cameron Corhen",ATL,17,9,4,0,0,2,2,0,4,4,1,1,100.0,100.0,2.23,0.25,1.32
48,"Chris Manon",LAL,27,10,7,4,2,1,3,0,3,9,3,4,33.3,75.0,-0.99,0.00,1.24
49,"Taelon Peter",IND,24,14,4,2,2,0,4,2,5,11,2,2,45.5,100.0,0.12,0.50,1.20
50,"Ricky Council IV",ORL,20,8,4,3,0,0,1,2,3,4,0,0,75.0,,1.23,0.00,1.16
51,"Yuki Kawamura",IND,20,5,5,12,1,0,3,0,2,8,1,1,25.0,100.0,-1.55,0.25,1.09
52,"Rienk Mast",IND,24,12,6,1,0,0,1,2,5,10,0,0,50.0,,0.57,0.00,1.08
53,"Caleb Grill",BOS,22,18,3,1,0,0,2,4,6,12,1,2,50.0,50.0,0.68,-0.50,1.07
54,"Taylor Hendricks",MEM,28,8,3,3,0,1,0,1,2,7,2,2,28.6,100.0,-1.10,0.50,0.99
55,"Daishen Nix",HOU,23,16,3,4,2,0,3,4,4,8,2,5,50.0,40.0,0.45,-1.75,0.99
56,"David Muoka",SA,19,4,6,0,1,2,1,0,1,3,1,1,33.3,100.0,-0.33,0.25,0.93
57,"Miles Barnstable",SA,20,10,2,0,1,1,1,2,4,5,0,1,80.0,0.0,1.78,-0.75,0.82
58,"Christian Shumate",NO,28,11,5,0,2,0,1,1,4,10,1,1,40.0,100.0,-0.43,0.25,0.80
59,"Olivier-Maxence Prosper",MEM,29,15,5,1,1,0,3,3,4,12,2,2,33.3,100.0,-1.32,0.50,0.74
60,"Michael Foster Jr.",HOU,14,5,3,0,1,1,0,1,2,3,0,0,66.7,,0.67,0.00,0.70
61,"Keon Johnson",ORL,11,7,3,1,2,0,1,1,2,4,1,1,50.0,100.0,0.23,0.25,0.43
62,"Milos Uzan",BOS,17,9,1,3,0,1,2,1,4,5,0,0,80.0,,1.78,0.00,0.36
63,"Ace Baldwin Jr.",ORL,24,7,1,5,3,1,5,1,3,6,0,0,50.0,,0.34,0.00,0.35
64,"Johnell Davis",ORL,19,8,0,3,4,0,1,0,3,10,1,1,30.0,100.0,-1.43,0.25,0.17
65,"Koby Brea",PHX,20,6,6,3,0,0,1,1,2,5,1,1,40.0,100.0,-0.22,0.25,-0.00
66,"Solomon Washington",NO,33,6,11,1,4,0,5,0,3,5,0,1,60.0,0.0,0.78,-0.75,-0.06
67,"Pete Nance",MIL,26,11,2,2,0,0,2,3,3,7,1,1,42.9,100.0,-0.10,0.25,-0.15
68,"Miller Kopp",HOU,19,10,0,1,0,1,0,2,4,10,0,0,40.0,,-0.43,0.00,-0.16
69,"Braden Smith",IND,24,5,3,9,1,0,3,1,2,7,0,0,28.6,,-1.10,0.00,-0.24
70,"Tristen Newton",HOU,26,6,2,6,2,0,2,2,2,10,0,0,20.0,,-2.43,0.00,-0.32
71,"Arthur Kaluma",LAL,24,12,4,1,1,0,1,1,5,10,1,2,50.0,50.0,0.57,-0.50,-0.36
72,"Markquis Nowell",NO,31,14,1,6,2,0,6,3,4,12,1,1,33.3,100.0,-1.32,0.25,-0.38
73,"Phillip Wheeler",ORL,23,10,2,3,1,0,2,1,3,9,3,3,33.3,100.0,-0.99,0.75,-0.43
74,"Duke Miles",PHI,12,9,0,2,0,0,1,3,3,6,0,0,50.0,,0.34,0.00,-0.48
75,"Bogoljub Markovic",MIL,20,4,8,0,1,2,1,0,1,9,1,1,11.1,100.0,-2.99,0.25,-0.49
76,"Tucker DeVries",BOS,16,11,0,2,0,0,2,3,4,7,0,0,57.1,,0.90,0.00,-0.49
77,"Alondes Williams",BOS,17,7,3,4,2,0,4,1,2,4,1,1,50.0,100.0,0.23,0.25,-0.53
78,"Felix Okpara",WSH,27,12,8,2,0,1,4,0,6,13,0,0,46.2,,0.24,0.00,-0.71
79,"Lester Quinones",ORL,11,6,4,4,0,0,1,0,2,4,1,1,50.0,100.0,0.23,0.25,-0.75
80,"Seth Trimble",WSH,30,7,6,0,1,1,2,1,3,9,0,0,33.3,,-0.99,0.00,-0.78
81,"Norris Agbakoko",WSH,15,4,7,1,1,0,1,0,1,3,1,1,33.3,100.0,-0.33,0.25,-0.83
82,"AK Okereke",LAL,16,8,1,1,0,0,0,1,3,5,1,1,60.0,100.0,0.78,0.25,-0.84
83,"Will Richard",GS,23,8,2,1,2,0,1,2,2,7,2,3,28.6,66.7,-1.10,-0.25,-0.86
84,"Kobe Knox",ATL,19,6,3,0,0,1,0,0,2,4,1,1,50.0,100.0,0.23,0.25,-0.87
85,"Day Day Thomas",BOS,15,7,3,3,2,0,2,1,2,5,1,2,40.0,50.0,-0.22,-0.50,-1.05
86,"Chris Ledlum",HOU,8,7,4,2,0,0,1,1,3,3,0,1,100.0,0.0,1.67,-0.75,-1.19
87,"Kyle Mangas",BOS,14,9,2,1,0,0,1,3,3,6,0,1,50.0,0.0,0.34,-0.75,-1.47
88,"Isaac Johnson",PHI,12,10,6,1,0,0,1,0,3,6,2,3,50.0,66.7,0.34,-0.25,-1.51
89,"Cameron Carr",LAL,28,17,3,1,0,0,1,1,5,16,4,5,31.3,80.0,-2.09,0.25,-1.79
90,"Chauncey Wiggins",BOS,13,6,2,0,1,0,0,2,2,5,0,1,40.0,0.0,-0.22,-0.75,-1.94
91,"Kobe Stewart",MIL,12,4,1,2,0,0,0,0,2,2,0,0,100.0,,1.11,0.00,-2.00
92,"Cameron Hildreth",IND,11,9,0,0,1,0,2,1,3,5,1,1,60.0,100.0,0.78,0.25,-2.09
93,"Drew Cisse",PHI,19,6,7,0,0,1,1,0,3,7,0,1,42.9,0.0,-0.10,-0.75,-2.14
94,"Henri Veesaar",ATL,23,6,4,2,1,2,4,0,1,8,2,2,12.5,100.0,-2.55,0.50,-2.26
95,"Nate Ament",MIL,27,12,7,3,1,1,5,2,5,10,0,3,50.0,0.0,0.57,-2.25,-2.28
96,"Zhaire Smith",LAL,14,7,2,1,0,0,0,1,3,5,0,1,60.0,0.0,0.78,-0.75,-2.31
97,"MJ Iraldi",IND,9,3,2,0,0,0,0,1,1,1,0,0,100.0,,0.56,0.00,-2.32
98,"Tramon Mark",PHX,18,8,3,0,0,0,1,2,2,8,1,1,25.0,100.0,-1.55,0.25,-2.39
99,"Carson Cooper",MEM,16,2,8,0,0,1,3,0,1,2,0,0,50.0,,0.11,0.00,-2.52
100,"Matt Rogers",PHI,14,5,3,1,2,0,3,1,2,6,0,0,33.3,,-0.66,0.00,-2.57
101,"Jameer Nelson Jr.",PHX,12,9,3,2,0,0,1,1,4,9,0,1,44.4,0.0,0.01,-0.75,-2.58
102,"TyTy Washington Jr.",ORL,11,3,0,1,0,0,0,1,1,1,0,0,100.0,,0.56,0.00,-2.59
103,"William Hickey",LAL,13,2,2,1,0,1,1,0,1,2,0,0,50.0,,0.11,0.00,-2.70
104,"Lawson Lovering",MEM,10,2,1,0,1,0,0,0,0,0,1,1,,100.0,0.00,0.25,-2.74
105,"Nate Mensah",NO,23,2,9,2,2,2,1,0,1,2,0,5,50.0,0.0,0.11,-3.75,-2.78
106,"Luke Travers",MIL,12,8,2,0,0,0,2,2,3,7,0,0,42.9,,-0.10,0.00,-2.79
107,"Curtis Jones",BOS,9,4,3,0,0,0,0,0,2,4,0,0,50.0,,0.23,0.00,-2.90
108,"Amari Williams",BOS,17,2,3,1,1,1,3,0,1,2,0,0,50.0,,0.11,0.00,-2.92
109,"Oscar Cluff",HOU,13,2,5,0,0,0,0,0,1,3,0,0,33.3,,-0.33,0.00,-2.93
110,"Mohammad Amini",BOS,5,2,2,1,0,0,0,0,1,2,0,0,50.0,,0.11,0.00,-3.21
111,"Zack Austin",MIL,19,5,2,1,0,0,1,1,1,5,1,1,20.0,100.0,-1.22,0.25,-3.34
112,"RJ Davis",SA,32,11,3,4,1,0,3,0,4,13,2,3,30.8,66.7,-1.76,-0.25,-3.36
113,"Tre Holloman",ORL,5,2,0,2,0,0,0,0,1,2,0,0,50.0,,0.11,0.00,-3.48
114,"Kadary Richmond",WSH,9,4,3,2,0,1,2,0,2,4,0,1,50.0,0.0,0.23,-0.75,-3.51
115,"Nick Boyd",GS,11,4,3,4,0,0,2,0,2,3,0,1,66.7,0.0,0.67,-0.75,-3.53
116,"Lajae Jones",GS,16,4,5,1,1,0,0,0,2,5,0,2,40.0,0.0,-0.22,-1.50,-3.63
117,"Igor Milicic Jr.",SA,21,2,11,2,0,0,4,0,1,5,0,0,20.0,,-1.22,0.00,-3.66
118,"Sam Hoiberg",PHX,21,0,3,1,1,0,0,0,0,4,0,0,0.0,,-1.77,0.00,-3.72
119,"Taye Fields",PHI,6,0,2,0,1,0,1,0,0,0,0,0,,,0.00,0.00,-3.89
120,"Amani Lyles",PHI,26,0,1,4,0,1,2,0,0,3,0,0,0.0,,-1.33,0.00,-3.95
121,"Jake Stephens",PHX,24,6,3,0,0,0,0,2,2,9,0,1,22.2,0.0,-1.99,-0.75,-3.97
122,"Jordan Riley",NO,18,2,3,2,1,0,2,0,0,4,1,1,0.0,100.0,-1.77,0.25,-4.09
123,"Brandon Boston Jr.",MIL,14,3,2,0,0,0,0,0,1,5,1,1,20.0,100.0,-1.22,0.25,-4.16
124,"Deivon Smith",GS,8,2,2,3,0,0,2,0,1,3,0,0,33.3,,-0.33,0.00,-4.21
125,"William Kyle III",LAL,7,2,0,0,0,1,1,0,1,3,0,0,33.3,,-0.33,0.00,-4.24
126,"Barry Evans",PHX,13,2,1,0,0,0,0,0,1,3,0,0,33.3,,-0.33,0.00,-4.39
127,"Jayden Nunn",SA,16,5,0,0,0,0,0,0,2,7,1,1,28.6,100.0,-1.10,0.25,-4.48
128,"Stevie Mitchell",HOU,6,0,0,0,1,0,0,0,0,2,0,0,0.0,,-0.89,0.00,-4.56
129,"Colby Jones",GS,11,2,0,0,2,0,2,0,1,4,0,0,25.0,,-0.77,0.00,-4.74
130,"Zakai Zeigler",SA,8,2,1,0,0,0,1,0,1,2,0,0,50.0,,0.11,0.00,-4.81
131,"Tyler Burton",MEM,9,2,1,0,0,0,1,0,0,1,1,1,0.0,100.0,-0.44,0.25,-4.84
132,"Hank Morgan",BOS,14,4,0,1,0,0,3,0,2,2,0,0,100.0,,1.11,0.00,-5.15
133,"Mike Sharavjamts",ORL,12,0,2,0,0,0,1,0,0,1,0,0,0.0,,-0.44,0.00,-5.21
134,"Kowacie Reeves Jr.",IND,10,0,3,0,1,0,2,0,0,3,0,0,0.0,,-1.33,0.00,-5.38
135,"Javontae Campbell",PHI,5,2,0,0,1,0,3,0,1,1,0,0,100.0,,0.56,0.00,-5.41
136,"Tyon Grant-Foster",SA,5,0,1,1,0,0,1,0,0,2,0,0,0.0,,-0.89,0.00,-5.48
137,"Jalen Warley",IND,11,0,2,0,0,0,0,0,0,4,0,0,0.0,,-1.77,0.00,-5.51
138,"Reed Bailey",PHX,12,0,3,1,0,0,2,0,0,2,0,0,0.0,,-0.89,0.00,-5.52
139,"Zeke Mayo",ATL,25,5,1,3,0,0,2,0,2,7,1,2,28.6,50.0,-1.10,-0.50,-5.57
140,"Anton Watson",LAL,22,2,1,2,0,1,2,0,1,9,0,0,11.1,,-2.99,0.00,-5.89
141,"Chris Bell",NO,11,2,0,0,0,0,2,0,1,5,0,0,20.0,,-1.22,0.00,-7.02
142,"Lachlan Olbrich",GS,12,2,0,2,0,0,2,0,1,3,0,2,33.3,0.0,-0.33,-1.50,-7.92
