Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
1,"Cedric Coward",MEM,28,28,6,5,1,1,1,4,9,19,4,5,47.4,80.0,0.58,0.25,9.77
2,"Jalen Slawson",IND,29,22,4,3,1,4,3,3,8,15,2,2,53.3,100.0,1.35,0.50,9.72
3,"Adou Thiero",LAL,26,18,10,3,3,0,3,1,6,6,3,3,100.0,100.0,3.34,0.75,8.39
4,"Keba Keita",IND,16,14,7,0,2,3,0,0,6,7,1,2,85.7,50.0,2.90,-0.50,7.25
5,"Malik Reneau",ORL,18,19,3,0,1,1,0,3,6,7,2,2,85.7,100.0,2.90,0.50,7.22
6,"Javon Small",MEM,33,17,7,6,0,1,2,3,6,11,1,1,54.5,100.0,1.12,0.25,6.73
7,"Quadir Copeland",HOU,27,24,2,3,2,0,2,2,9,13,2,2,69.2,100.0,3.24,0.50,6.57
8,"Yaxel Lendeborg",GS,29,15,4,3,1,2,1,1,5,8,3,3,62.5,100.0,1.45,0.75,6.42
9,"Devin Askew",PHX,26,20,2,2,4,0,2,3,7,13,1,1,53.8,100.0,1.24,0.25,6.21
10,"Hyunjung Lee",SA,26,9,7,2,2,1,0,3,3,6,0,0,50.0,,0.34,0.00,6.06
11,"John Camden",WSH,31,22,2,1,2,0,2,4,7,14,3,3,50.0,100.0,0.79,0.75,5.45
12,"Reece Beekman",WSH,31,13,6,14,1,0,4,1,5,10,1,1,50.0,100.0,0.57,0.25,5.39
13,"Nick Pringle",BOS,20,4,5,4,2,3,1,0,1,1,1,1,100.0,100.0,0.56,0.25,5.37
14,"RJ Melendez",SA,17,13,2,4,2,0,0,2,5,7,1,1,71.4,100.0,1.90,0.25,5.34
15,"Dominique Daniels Jr.",NO,31,25,0,3,2,0,2,4,8,19,3,3,42.1,100.0,-0.42,0.75,5.13
16,"Au'Diese Toney",ORL,24,18,6,1,4,0,2,2,6,13,3,4,46.2,75.0,0.24,0.00,4.83
17,"Kam Jones",MIL,29,12,5,4,4,0,2,2,5,11,0,0,45.5,,0.12,0.00,4.80
18,"Kobe Johnson",ATL,31,13,4,4,1,3,2,1,4,11,2,2,36.4,100.0,-0.88,0.50,4.78
19,"Jahmai Mashack",MEM,16,15,4,1,1,1,1,3,4,8,2,2,50.0,100.0,0.45,0.50,4.66
20,"Corey Camper Jr.",PHX,26,13,8,4,2,0,0,1,6,11,0,1,54.5,0.0,1.12,-0.75,4.39
21,"Brayden Burries",MIL,28,27,4,5,1,1,2,0,9,18,5,7,50.0,71.4,1.02,-0.25,4.30
22,"Malevy Leons",GS,24,9,4,2,2,2,1,1,4,7,0,0,57.1,,0.90,0.00,4.27
23,"Chance McMillian",GS,12,14,2,0,0,0,0,4,4,4,2,2,100.0,100.0,2.23,0.50,4.10
24,"Javonte Cooke",PHX,27,17,6,4,1,0,2,3,6,15,1,1,40.0,100.0,-0.65,0.25,3.69
25,"LJ Cryer",GS,29,16,2,4,1,0,1,4,4,12,2,2,33.3,100.0,-1.32,0.50,3.56
26,"Miles Kelly",SA,20,20,1,1,0,0,0,1,6,12,7,7,50.0,100.0,0.68,1.75,3.50
27,"Devon Higgs",ATL,30,22,7,2,2,0,3,1,8,17,4,5,47.1,80.0,0.47,0.25,3.35
28,"Nick Townsend",PHI,24,15,4,1,1,0,0,1,6,9,1,1,66.7,100.0,2.01,0.25,3.31
29,"Isaiah Crawford",HOU,32,12,8,3,1,0,1,2,4,10,1,1,40.0,100.0,-0.43,0.25,3.29
30,"Dante Maddox Jr.",PHI,29,15,5,4,1,1,3,2,4,10,2,2,40.0,100.0,-0.43,0.50,3.29
31,"Gerald Ayayi",PHI,24,22,1,3,1,0,1,1,7,13,5,6,53.8,83.3,1.24,0.50,3.26
32,"Cameron Boozer",MEM,31,12,12,5,1,1,3,0,3,13,4,4,23.1,100.0,-2.76,1.00,3.12
33,"Harry Wessels",SA,17,10,9,1,0,2,2,0,4,6,1,1,66.7,100.0,1.34,0.25,3.04
34,"Chris Livingston",WSH,32,20,5,1,2,0,3,1,7,15,4,4,46.7,100.0,0.35,1.00,3.02
35,"Isaiah Wong",ATL,28,9,9,3,3,0,3,0,4,7,1,1,57.1,100.0,0.90,0.25,2.96
36,"John Butler Jr.",MIL,14,10,2,0,1,2,2,2,3,3,1,1,100.0,100.0,1.67,0.25,2.93
37,"Mylik Wilson",PHI,28,10,4,4,1,2,2,0,5,9,0,0,55.6,,1.01,0.00,2.86
38,"Gabe McGlothan",IND,22,7,5,1,4,0,0,0,3,7,1,1,42.9,100.0,-0.10,0.25,2.76
39,"Graham Ike",GS,26,16,11,1,0,0,2,0,6,10,2,2,60.0,100.0,1.57,0.50,2.73
40,"Jon Elmore",LAL,23,10,1,3,2,0,0,1,2,3,2,2,66.7,100.0,0.67,0.50,2.65
41,"Gabe Madsen",ATL,28,13,3,4,2,0,0,3,5,14,0,1,35.7,0.0,-1.21,-0.75,2.35
42,"John Tonje",BOS,19,14,4,3,1,1,3,2,6,9,0,1,66.7,0.0,2.01,-0.75,2.18
43,"Bruce Thornton",HOU,31,8,8,7,1,0,1,2,2,12,1,1,16.7,100.0,-3.32,0.25,2.16
44,"Malik Dia",NO,26,11,9,0,2,1,2,1,4,12,1,1,33.3,100.0,-1.32,0.25,2.06
45,"Will Baker",ORL,22,15,6,0,0,1,1,1,5,8,2,3,62.5,66.7,1.45,-0.25,1.85
